"Dealer Name","Dealer Type","Address","City","State","Pincode","Contact","Email"
"APNA SUZUKI","Suzuki Premium Dealers","Showroom: Beltola Chariali, Guwahati-781038, AssamWorkshop: Jainagar Road, Beltola, Near Reliance Market, Guwahati-781038, Assam","Kamrup","Assam","781038","8638999782, 9706187469","guwahati.apunar.sales@suzukidealers.net"
"APPLE AUTO","Suzuki Premium Dealers","615, 100 Feet Ring Road, (Near Deve Gowda Petrol Pump), Kathriguppe, B.S.K. 3rd Stage, Bangalore-560085.","Bangalore","Karnataka","560085","9900061222 / 8884446503 / 080 - 26697070 / 080 - 26698080","bangalore.appleauto.sales@suzukidealers.net"
"ARKE SUZUKI","Suzuki Premium Dealers","Showroom: Showroom No.2, Himalaya Elanza, RTO Circle, Ahmedabad- 380027, Gujarat.Workshop: GF-1, GF-2 Along with Basement, Dev Elegance, Keshavnagar Road, RTO Circle, Ahmedabad- 380027, Gujarat.","Ahmedabad","Gujarat","380027","9712973655 (Partner), 8905599555 (SM) 9638343437 (WM)","ahmedabad.turquoise.sales@suzukidealers.net"
"ARSH SUZUKI","Suzuki Premium Dealers","Ground Floor, Pushpa Hub, Navayard, Chhani, Vadodara -390024, Gujarat","Vadodara","Gujarat","390024","99099 77110; 02652777501; 02652777505","vadodara.arsh.sales@suzukidealers.net"
"ARTI SUZUKI","Suzuki Premium Dealers","Showroom :Gewal Bigha More, Opposite Dayal petrol Pump, P.S.- Rampur, Gaya 823001Workshop: Ghughari Tand, By pass, Dandi bag Road, Gaya Bihar 823001","Gaya","Bihar","823001","9430070100 /9939306592 /9955234233  /7352075686","gaya.autoengineering.sales@suzukidealers.net"
"ARUN MOTORS","Suzuki Premium Dealers","Plot No-13 &14, Kuranji Nagar, Oppt. ABT Maruti Showroom, Madurai-Dindigul By Pass Road, Madurai-625018","Madurai","Tamil Nadu","625018","9364291414, 0452-2667836/9344491414,9362151414","madurai.arunachal.sales@suzukidealers.net"
"ARYAN SUZUKI","Suzuki Premium Dealers","# 3, GROUND FLOOR, THIMMIAH ARCADE, DOMLUR, H.A.L. AIRPORT ROAD, BANGALORE - 560071.","Bangalore","Karnataka","560071","9845061888 / 9845045525 / 9845014851/ 080-41151873 (telefax)/41265300","bangalore.aryan.sales@suzukidealers.net"
"ATHVITH SUZUKI","Suzuki Premium Dealers","Survey No.451/2, Rajiv Gandhi Salai, Solinganallur, OMR, Chennai-600119, Tamil Nadu","Kanchipuram","Tamil Nadu","600119","Sales: 9884281914, Service: 9176306577","chennai.athvith.sales@suzukidealers.net"
"ATHYUK SUZUKI","Suzuki Premium Dealers","F-32, Second Avenue, Annanagar, Chennai-600102 Tamil Nadu","Chennai","Tamil Nadu","600102","Sales: 044-42018999, 9940237775, Service: 044-43018999, 9566157775","chennai.athyuk.sales@suzukidealers.net"
"Atul Suzuki","Suzuki Premium Dealers","Near Akashwani Signal, Jalna Road, Aurangabad -431001, Maharashtra.","Aurangabad","Maharashtra","431001","0240-2332886 / 0240-2326486 / 7083648364","aurangabad.pande.sales@suzukidealers.net"
"AUTO K SUZUKI","Suzuki Premium Dealers","Showroom- S6, S7, S8, Aadharsh Residency, Arlem Margao, South-Goa-403601, Goa/ Workshop- 30/4, GF –S1, Opp Masjid, Davorlim, Navelim-403707, Goa","South Goa","Goa","403601","7270999090, 7261999000, 8830163835, 9881810606","goa.autok.sales@suzukidealers.net"
"AUTOMATIC SUZUKI","Suzuki Premium Dealers","Shop No. 42 & 43 Kakade Plaza, Kakade City Kothrud, Karve Nagar Pune:411052","Pune","Maharashtra","411052","Sales- 8087087514/15/16, Service- 8087087517/18/19, 020-25471122, 020-25476412, Tele Fax,020-25476412,9923390001,9850426206","pune.automatic.sales@suzukidealers.net"
"AUTONITY SUZUKI","Suzuki Premium Dealers","Survey No 260/2/B, Shedage Wasti, Aundh Hinjewadi Road, Near Datt Mandir, Wakad, Pune, Maharashtra - 411057","Pune","Maharashtra","411057","9167575758 (Partner), 7420056105 (SM), 7420056106 (WM), 7420056107 (SP)","pune.autonity.sales@suzukidealers.net"
"AVANISH SUZUKI","Suzuki Premium Dealers","No.1706, 17th Cross, MRCR ,Behind Maruthi Mandir,Vijayanagr,Bangalore-560040,Karnataka","Bangalore","Karnataka","560040","9538250911, 8197900111, 8971900111, 8197800222","bangalore.avanish.sales@suzukidealers.net"
"Ayush Suzuki","Suzuki Premium Dealers","Showroom / Workshop: NH-28, Daudpur, In front of Jhonson tiles showroom, Gorakhpur- 273001, Uttar Pradesh","Gorakhpur","Uttar Pradesh","273001","7706900072, 7706900075","gorakhpur.ayush.sales@suzukidealers.net"
"B. N. Thakur Suzuki","Suzuki Premium Dealers","Showroom: Shop No: S-01, 02 & 03, Saldhana Kieran Apartments, Duler Mapusa Main Road, Mapusa -403507, Bardez, GoaWorkshop: Satpurush Steel Works, H.No. 195-C/12, Kasarwado,Khorlim, Mapusa- 403507, Bardez, Goa.","North Goa","Goa","403507","9096609000; 7410030597","mapusa.bnthakur.sales@suzukidealers.net"
"BAIDYANATH SUZUKI","Suzuki Premium Dealers","V.I.P chowk, Deoghar - 814112, Jharkhand","Deoghar","Jharkhand","814112","9431190433  /9430430364/8083987070  /8434033017","deoghar.trikutvehicles.sales@suzukidealers.net"
"BANGYA SUZUKI","Suzuki Premium Dealers","Bangya Automobiles Pvt. Ltd. Showroom - N. H. 34, Gabgachi, Jadupur, Malda, Pin-732103, West Bengal   Workshop - State Bank More, Near Railway Crossing, Gabgachi, Jadupur, Po: Kamlabari, Ps: E. Bazar, Malda-732103","Malda","West Bengal","732103","8640817624 / 8640817627 / 8640817626 / 8640817625 / 9153609900","malda.bangyaautomobile.sales@suzukidealers.net"
"BEDI SUZUKI","Suzuki Premium Dealers","Plot No. B-26, Phase-3, Ind. Area SAS Nagar, Mohali, Punjab-160059","Rupnagar","Punjab","160059","8568000002 /9592618777 /9872412272  /9855746222 /","mohali.bediautowings.sales@suzukidealers.net"
"Bera Suzuki","Suzuki Premium Dealers","O.T. Road, Bagnan, Howrah-711303, West Bengal","Howrah","West Bengal","711303","7501549522,  7003083303, 6295709537 (Sales), 9732784346 (Sales Manager), 9382345148 (Service)","howrah.trendytech.sales@suzukidealers.net"
"BERHAMPUR SUZUKI","Suzuki Premium Dealers","Plot No. 80, Ward No. 16, Alkapuri Market Complex, Dharma Nagar Main Road, Berhampur - 760002, Orissa","Ganjam","Odisha","760002","9776382499/ 9437558282/ 0680-2226633/ 0680-2226363","berhampur.lakshmi.sales@suzukidealers.net"
"Bharat Suzuki","Suzuki Premium Dealers","S. No. 14 & Hissa Number 3A/1/1/1, Near Solapur Highway, Near Tekawade Petrol Pump, Opp. Indraprasth Society, Hadapsar Pune- 411028, Maharashtra.","Pune","Maharashtra","411028","Showroom 9373689799, 8975704989, Workshop 7385369469","pune.bharat2.sales@suzukidealers.net"
"BHOJANNA SUZUKI","Suzuki Premium Dealers","Showroom: 317, HRBR Layout 1st Block, Service Road, Banaswadi Outer Ring Road, Near Horamavu Juction, Bangalore-560043, KarnatakaWorkshop: 101/1, 11th Cross, Munireddy Layout, Horamavu Main Road, Banaswadi, Bangalore-560043, Karnataka","Bangalore","Karnataka","560043","Sales: 08025429991; 08025429992; 9148656565, Service: 08025429993; 08025429994; 9900665796","bangalore.bhojanna.sales@suzukidealers.net"
"BINA SUZUKI","Suzuki Premium Dealers","Holding No. 361 of Ward No. 10, Hospital Road (NH-54), Silchar - 788005, Cachar, Assam","Cachar","Assam","788005","03842-221077 / 9957673745 / 7896084219","bina.sales@suzukidealers.net,binaauto@gmail.com"
"BOMBAY MOTORS","Suzuki Premium Dealers","A-40 Pratap Nagar, Jodhpur-342003","Jodhpur","Rajasthan","342003","0291-2762134/2657010 / 09829021323,2657011 Fax","jodhpur.bombayscooter.sales@suzukidealers.net"
"C G SUZUKI?","Suzuki Premium Dealers","Satyam Tower Shop No. 21 & 22, Plot 18 & 19, Sec 20 ,Kpoerkhairane, Navi Mumbai-400709, Maharashtra","Thane","Maharashtra","400709","9920205756 /9930948111/045456262 /9167771817  /9167771824","mumbai.cgmotors.sales@suzukidealers.net"
"CAPITAL SUZUKI","Suzuki Premium Dealers","Kumar Commercial complex, south Gandhi Maidan, Exhibition Road, Patna- 800001","Patna","Bihar","800001","9473240550, 8544327775,0612-6543111, 9199900900","patna.narayan.sales@suzukidealers.net"
"CASA SUZUKI","Suzuki Premium Dealers","D.no. 6-9-318/1/1, Raghavendra Colony, Hyderabad Road, Nalgonda-508001, Telangana","Nalgonda","Telangana","508001","8682248333","nalgonda.casa.sales@suzukidealers.net"
"CEE PEE SUZUKI","Suzuki Premium Dealers","Showroom: Devaki Towers, NH 47, Mamangalam, Palarivattom PO, Kochi -682025, Kerala Workshop- Vl/184 F, Thrikakkara PO, Pipeline, Near KMM College, Kochi -682021, Kerala","Ernakulam","Kerala","682025","9495500001 (Partner), 7592991177 (SM), 7594973114 (WM), 7594973110 (SP)","kochi.classic.sales@suzukidealers.net"
"CEE PEE SUZUKI","Suzuki Premium Dealers","Kallai Road,Near Kallai Railway Station, Kozhikode - 673003 Kerala","Kozhikode","Kerala","673003","9495500001 /8157900025 /8157900020  /8157900017 /0495-2324033/23255033","calicut.ceepee.sales@suzukidealers.net"
"Chandrani Suzuki","Suzuki Premium Dealers","Birati, Jessore Road, Madhyamgram, Kolkata-700051 West Bengal","North 24 Parganas","West Bengal","700051","9830191714, 03325148988, 25148989","kolkata.ccm.sales@suzukidealers.net"
"Chopra Suzuki","Suzuki Premium Dealers","Gurudev Nagar, Near Maharaja Regency, Ferozpur Road, Ludhiana Punjab-141001","Ludhiana","Punjab","141001","7717203222, 9814851147, 9855777147","ludhiana.cmv.sales@suzukidealers.net"
"CLASSIC SUZUKI","Suzuki Premium Dealers","Door No. 1105 & 1106, Opp. Lakshmi Mills, Lakshmi Mills Bus Stop, Avinashi Road, Coimbatore - 641037, Tamil Nadu","Coimbatore","Tamil Nadu","641037","0424-4220405, 9994600006, 9952240000, 9952250000","coimbatore.classic.sales@suzukidealers.net"
"CROWN SUZUKI","Suzuki Premium Dealers","Shop No12-19,first Floor,14-19,Sanket Heigths,Old Padra To Sun Pharma Road,O.P.Road,Vadodra-390015","","","390015","8511332299/ 9998018618/ 8511628888 /9909907234 /0256-2987777/ 2985555","baroda.crownbikes.sales@suzukidealers.net"
"CYPRESS SUZUKI","Suzuki Premium Dealers","Woodland House, Subhash Nagar Chowk, graphic Era Crossing, NH-72, Mohabewala, Dehradun-248002, Uttrakhand","Dehradun","Uttarakhand","248002","9411112252; 9412055666","dehradun.cypress.sales@suzukidealers.net"
"Daruga Suzuki","Suzuki Premium Dealers","SH-5, Kishorenagar, Contai, Purba Medinipur, 721401, WB","East Midnapore","West Bengal","721401","9681193290, 9903757008","contai.daruga.sales@suzukidealers.net"
"Deepkamal Suzuki","Suzuki Premium Dealers","Showroom - DEEPKAMAL SUZUKI Opposite Bachat Bhavan, Relief Road , Ahmedabad . Pin Code - 380001Workshop - DEEPKAMAL SUZUKI Opposite City C.U.Shah Commerce College, Lal Darwaja, Ahmedabad. Pin Code - 380001","Ahmedabad","Gujarat","380001","Showroom: 079-25350786, 7574086060  Workshop: 079-25501786, 7574096060","ahmedabad.deepkamal.sales@suzukidealers.net"
"DHANESH SUZUKI","Suzuki Premium Dealers","Near M.S.E.B. Power House, Bhigwan Road, Jalochi, Plot No. 129, Baramati-413102","Pune","Maharashtra","413102","9823034422/ , 02112-224114/ 221622","baramati.dhanesh.sales@suzukidealers.net"
"DHARMARAJ SUZUKI","Suzuki Premium Dealers","55, Ravindra Park Society, Nr, Mehsana Urban Co-op. Bank Ltd., Adajan Patia, Surat - 395009, Gujarat","Surat","Gujarat","395009","9925740000, 0261-4000 500/600, 9712510000","dharmarajauto@yahoo.co.in"
"DHARMASUT SUZUKI","Suzuki Premium Dealers","62/ Prasadi Plot, Sanskar Nagar, B/H Mandvi Octroi, Bhuj- 370001, Kutch, Gujarat.","Kachchh","Gujarat","370001","9879203458 / 9909939279 / 9825553691 / 02832 227818","bhuj.dharmasut.sales@suzukidealers.net"
"DHONE SUZUKI","Suzuki Premium Dealers","S. No. 47/30-C, Pl No.3, Parvati, Arneshwar Road, Pune- 411009, Maharashtra.","Pune","Maharashtra","411009","8928808657 / 020-24222002 / 7028923288 / 020-24222003","pune.dhone.sales@suzukidealers.net"
"DIMAPUR SUZUKI","Suzuki Premium Dealers","NH 29, Purana Bazar, Opp. SBI ,Dimapur 797112 Nagaland","Dimapur","Nagaland","797112","9436013301 /9436640621/9774020481 /8013170465  /8575872375","dimapur.mhenterprises.sales@suzukidealers.net"
"DREAM SUZUKI MUMBAI","Suzuki Premium Dealers","332, S.V. Road, Near Amboli Subway, Andheri West, Mumbai-400058, Maharashtra.","Mumbai","Maharashtra","400058","sales numbers 7715034000, 8451093000, 7777007355, 7777007255, 02226240706, 02226240705","mumbai.dreambikes.sales@suzukidealers.net"
"DWARKA SUZUKI","Suzuki Premium Dealers","D-3, Mahavir Enclave Main Palam Dabri Road, Dwarka, New Delhi - 110045","South West Delhi","Delhi","110045","9212082501, 9250000140, 9250000141, 011-25057033, 65170064","delhi.gdmotors.sales@suzukidealers.net"
"ETGO Suzuki","Suzuki Premium Dealers","Showroom / Workshop: H-152, Sec.-63, Noida-201309","Gautam Buddha Nagar","Uttar Pradesh","201309","7303394794","noida.etgo.sales@suzukidealers.net"
"G SQUARE SUZUKI","Suzuki Premium Dealers","Othalathumoottil Building,Vadavathoor P O, Kottayam -686010 Kerala","Kottayam","Kerala","686010","8086917555, 8086400082, 8801780000, 8086924555, 0481-2571092","kottayam.gsquare.sales@suzukidealers.net"
"G.L. SUZUKI","Suzuki Premium Dealers","Showroom: A-261, DERAWAL NAGAR, MAIN G.T. KARNAL ROAD, OPP. REGAL PALACE BANQUET HALL, NEW DELHI - 110 009 Workshop: B-35, INDUSTRIAL AREA G.T. KARNAL ROAD, OPP. GUJRANWALA TOWN, NEW DELHI - 110033","North West Delhi","Delhi","110033","8800919404 / 9311112755 / 9311113755 / 011-45669855 / 011-47060478 / 011-45669755 / 9311112055 / 9311114055","delhi.glsales.sales@suzukidealers.net"
"GAJANAN SUZUKI","Suzuki Premium Dealers","Plot No. A-21,M.I.D.C. Satara-415003","Satara","Maharashtra","415003","9422606029, 9422030568/ 02162-244688, sachin","satara.gajanan.sales@suzukidealers.net"
"GANDHINAGAR SUZUKI","Suzuki Premium Dealers","Plot No-28/A, G.T.S Road, Sector No-30, Gandhinagar-382030, Gujarat","Gandhi Nagar","Gujarat","382030","079-23260403/303(telefax)-23260404, 09825195222,9924135295","gandhinagar.umiya.sales@suzukidealers.net"
"GANPATI SUZUKI","Suzuki Premium Dealers","C-2/8 Kabir Nagar, 100ft Road Delhi - 110094","North East Delhi","Delhi","110094","9350995899 /9891641111/9810632869 /9818467169  /8860258588","delhi.ganpati.sales@suzukidealers.net"
"GARUDA SUZUKI","Suzuki Premium Dealers","Showroom / Workshop: Door No.19-6-27, AIR Bypass Road, D.R. Mahal Road, S.T.V. Nagar, Tirupati-517501, Andhra Pradesh","Chittoor","Andhra Pradesh","517501","7093129333, 9949477515","tirupati.garudabikes.sales@suzukidealers.net"
"GDCL Suzuki","Suzuki Premium Dealers","A.T.Road, Kotoky Pukhri, Jorhat-785006, Assam","Jorhat","Assam","785006","9854005544, 7002249090","jorhat.gdcl.sales@suzukidealers.net"
"GDPR SUZUKI","Suzuki Premium Dealers","2/1416A, Thirthangal Road, Sivakasi-626123, Virudhunagar District, Tamilnadu","Virudhunagar","Tamil Nadu","626123","9443144436 /9894956268 /9940340515  /9500355443","sivakasi.gdpr.sales@suzukidealers.net"
"GEM SUZUKI","Suzuki Premium Dealers","H.No. 6-3-1005/1/A, Rajbhavan Road, Somajiguda, Hyderabad-500082, Telangana","Hyderabad","Telangana","500082","9133392319","hyderabad.gem.sales@suzukidealers.net"
"GEM SUZUKI","Suzuki Premium Dealers","Survey No.64,Kondapur Main Road, Kondapur, Hitec City, Hyderabad - 500081","Hyderabad","Telangana","500081","9347121212 /9948161812 /9133392313  /8523083573 /","hyderabad.gemmotors.sales@suzukidealers.net"
"GLOBAL SUZUKI","Suzuki Premium Dealers","4/590,591, Eranad Tower, Mepparamba-Palkkad Byepass, Mepparamba, Palakkad, Kerala-678001","Palakkad","Kerala","678001","8547641851 /8547641852  /8547641852","palakkad.able.sales@suzukidealers.net"
"GOLDEN SUZUKI","Suzuki Premium Dealers","Toms Motors Pvt. Ltd.,22-13/1, kizhakkedathu, college road,Pathanamthitta-689645,Kerela","Pathanamthitta","Kerala","689645","9349543310, 9387443300","goldensuzuki.ptasale@gmail.com"
"GUD'S SUZUKI","Suzuki Premium Dealers","Main Road Nishatganj Lucknow-226016 U.P","Lucknow","Uttar Pradesh","226016","9415024495 / 7706828001 /8601555548  /7706828005","lucknow.gudscar.sales@suzukidealers.net"
"HALDWANI SUZUKI","Suzuki Premium Dealers","Plot No.199-201, Uttar Gaujajali Bareilly Road, Haldwani, Uttaranchal-263139","Nainital","Uttarakhand","263139","9719322667/6395366320/9927332491/9837443516/9719960641","haldwani.kesar.sales@suzukidealers.net"
"HARIOM SUZUKI","Suzuki Premium Dealers","Oberai Chambers Beside Hotel Amarpreet Jalna Road, Aurangabad-431001","Aurangabad","Maharashtra","431001","9422071229, 9423776085, 0240 2358854, 2358855","aurangabad.hariauto.sales@suzukidealers.net"
"HIRA SUZUKI","Suzuki Premium Dealers","H.No.8-6-448A, Hyderabad Road, Kothirampur, Karimnagar-505001, Telangana","Karim Nagar","Telangana","505001","8978958066 (MD), 9121388686 (SM), 9912913909 (WM), 9676703148 (SP)","karimnagar.laxmiganpati.sales@suzukidealers.net"
"HOOGHLY SUZUKI","Suzuki Premium Dealers","khadinamore,P.O.&P.S-Chinsurah Hooghly-712101 west Bengal","Hooghly","West Bengal","712101","033-26807744/26807745,9831573305","hooghly.chinsurahauto.sales@suzukidealers.net"
"I SUZUKI","Suzuki Premium Dealers","Paritosh-2, Near Mahavir Hall Char Rasta, Ajwa Road, Vadodara- 390019, Gujarat","Vadodara","Gujarat","390019","9484606464, 9824799179","vadodara.indu.sales@suzukidealers.net"
"INDEL SUZUKI","Suzuki Premium Dealers","Maliyekkal House, 12/196, Main Road Opp Mths, Kuriachira (Po) Thrissur - 680006 Kerala","Thrissur","Kerala","680006","9072620020 / 8111999115 / 8111999120 / 8111999101","trichur.indel.sales@suzukidealers.net"
"IRONIK Suzuki","Suzuki Premium Dealers","Showroom - Plot No.6, Gawande Layout, Ring Road,Nagpur-440015, MaharashtraWorkshop - 11, Vivekanand Nagar, Deo Nagar Square,Nagpur-440015, Maharashtra","Nagpur","Maharashtra","440015","762,060,006,076,206,000,000,000,000,000","nagpur.ironik.sales@suzukidealers.net"
"J N Suzuki","Suzuki Premium Dealers","Showroom / Workshop: Block A, Mawblei, Adjacent to Indian Oil Petrol Pump Shillong-793021 Meghalaya","East Khasi Hills","Meghalaya","793021","8258970246, 8787357001","shillong.jnmotors.sales@suzukidealers.net"
"Jaimal Suzuki","Suzuki Premium Dealers","33, Grain Market, Telephone Exchange Square, Central Avenue Road, Nagpur-440008, Maharashtra","Nagpur","Maharashtra","440008","0712-2722444 / 0712-6463666 / 0712-6463555 / 8087266131 / 7030988439","nagpur.jaimal.sales@suzukidealers.net"
"Jain Suzuki","Suzuki Premium Dealers","Ward No. 5, Veer Nagar Railway Road, Jagadhari, Yamunanagar-135001 Haryana","Yamuna Nagar","Haryana","135001","9896100396, 9416026118","yamunanagar.jagadhri.sales@suzukidealers.net"
"JAIN'S SUZUKI","Suzuki Premium Dealers","79/95, GST ROAD, PALLAVARAM, CHENNAI - 600043 (OPP. TO OLYMPIA GRANDE FLATS , NEXT TO LAXMI THEATRE)","Kanchipuram","Tamil Nadu","600043","8190087770 / 8190087771 / 8190087772 / 8190087774 / 8190087775 / 8190087778 / 9710076677 ,044 - 22644001 / 22644002 / 22644100","chennai.jain.sales@suzukidealers.net"
"JAMNAGAR SUZUKI","Suzuki Premium Dealers","K.P house,Opp. Dhanvantri Mandir, P.N.Marg (Near Thaker Stores), Jamnagar-361008","Jamnagar","Gujarat","361008","9909003359 / 9909003358 / 0288 - 2672255,56,57,2672277 Fax","jamnagar.dreamz.sales@suzukidealers.net"
"JAYAN SUZUKI","Suzuki Premium Dealers","Door No.11-6-83 to 87 & 11-6-88 to 92, Moosa Pet, Y Junction, Kukatpally, Hyderabad-500072, Telangana","Hyderabad","Telangana","500072","6281732403","hyderabad.jayan.sales@suzukidealers.net"
"JWALA SUZUKI","Suzuki Premium Dealers","1/B, Chandra Centre,Near Hotel Sagar Kashidih, Sakchi, Jamshedpur-1,pin-831001","East Singhbhum","Jharkhand","831001","0657-2441659/2441660/9939173730,2428972 Fax,9431131134","jamshedpur.jwala.sales@suzukidealers.net"
"JYOTE SUZUKI","Suzuki Premium Dealers","Plot No 516, Mouza Patia, Bhubaneswar, Distt. Khurda- 751024, Odisha","Khorda","Odisha","751024","7064435309-SM / 7064435310-WM / 7064435311-SPD / 7064435301-Reception","bhubaneswar.jyote.sales@suzukidealers.net"
"KANNUR SIGNATURE","Suzuki Premium Dealers","Autozone, Thazha Chovva, Kannur- 670006, Kerala.","Kannur","Kerala","670006","0497-2728484, 9539117755, 9995822522, (0497) 2728484, 2728490 (fax) / 9847001234, 9995822500","kannur.signature.sales@suzukidealers.net"
"KANTIPUDI","Suzuki Premium Dealers","Door No. 14-105/1, Morumpudi Jn., V.L. Puram, Rajamundry (AP)-533105","East Godavari","Andhra Pradesh","533105","8688335577","rajamundry.kantipudi.sales@suzukidealers.net"
"KANTIPUDI SUZUKI","Suzuki Premium Dealers","Showroom / Workshop: 2-31-5, T.S. No.2029/6, Ward No.2, Padmapriya Theatre Road, Sri Nagar, Kakinada, East Godavari, Andhra Pradesh-533003","East Godavari","Andhra Pradesh","533003","7997722455, 7997722456, 7997722457","kakinada.kantipudi.sales@suzukidealers.net"
"KARAN AUTOMOBILES","Suzuki Premium Dealers","Plot No. 469,Ground Floor, Khanuja Complex,Vivekanand Asharam Chowk, GE Road, Raipur C.G-492001","Raipur","Chattisgarh","492001","0771-4025757/4025858/9329578900Devendra,9993918000,4270809Fax, 9993456789","raipur.karan.sales@suzukidealers.net"
"KARUNA SUZUKI","Suzuki Premium Dealers","Door No.150, New Door No.399, Sathy Main Road, Ganapathy, Coimbatore-641006","Coimbatore","Tamil Nadu","641006","0422- 4278000 / 9789466362 / 9787466700 / 9787466922  /9787466002","coimbatore.karunakaran.sales@suzukidealers.net"
"KARUNA SUZUKI","Suzuki Premium Dealers","27-G-1, Gandhi Road, Anuparpalayam, Tirupur- 641652, Tamilnadu","Coimbatore","Tamil Nadu","641652","0421-4350023 / 9789466362 / 9787455117 / 9940002822","tirupur.karunakaran.sales@suzukidealers.net"
"KASARGOD SIGNATURE","Suzuki Premium Dealers","Building No. K M C VII 38(1) & K M C VII 38(2)National Highway, Vidya Nagar,Kasargode- 671317, Kerala","Kasargod","Kerala","671317","9847001234,Ph: 0499-4253325, 0499-4257555S/R Manager ? 9995888500 (Mr. Rizan)W/S Manager ? 9496166077 (Mr. Sathish","kasargode.signature.sales@suzukidealers.net"
"KHANDELWAL MOTORS","Suzuki Premium Dealers","9/1/2 M.G.Road, Suraj Bhawan,Indore-452001","Indore","Madhya Pradesh","452001","9893564810 / 0731-2518222/4290729 (Tele Fax)","indore.khandelwal.sales@suzukidealers.net"
"KHATWANI SUZUKI","Suzuki Premium Dealers","1655, Wright Town,Opp. Petrol Pump, , Jabalpur-482002","Jabalpur","Madhya Pradesh","482002","9893590390 / 9893590391","jabalpur.jabalpur.sales@suzukidealers.net"
"Khwaja Suzuki","Suzuki Premium Dealers","Door No-7/12 Madras Road,Chinna Chowk Cuddapah, Andhra Pradesh-516002","Cuddapah","Andhra Pradesh","516002","9966308777 / 08562 - 241189(telefax),645642/9440923177","cuddapah.khwaja.sales@suzukidealers.net"
"KIRAN MOTORS SUZUKI","Suzuki Premium Dealers","Ushadeep Complex, Nr. Navrangpura Police Station, Mithakhadi Road, Ahmedabad -380009, Gujarat","Ahmedabad","Gujarat","380009","9824061111 (M.D.), 7211117452 (SM), 7211117459 (WM), 7567762398 (SP)","ahmedabad.kiran2.sales@suzukidealers.net"
"KIRAN SUZUKI","Suzuki Premium Dealers","Showroom: Shop NO 2127 & 2128, 268, Motilal Nagar No 1,  Near VIBGYOR School, Link Road, Goregaon W, Mumbai - 400065 / Workshop: 286/2271-72, Motilal Nagar No. 1, Near Shivsena Shakha, Near Siddharth Hospital Circle, Goregaon (West) Mumbai-400062, Maharashtra","Mumbai","Maharashtra","400065","9820053511/ 8691018035 /9833767825 /9769282858  /9423485466  /022-28788680 /28788682","mumbai.kiranauto.sales@suzukidealers.net"
"KIRAN SUZUKI","Suzuki Premium Dealers","Unit No. 18, Kalpataru Industrial Eastate,Behind R. Mall, G.B. Road Manpada,Thane West -400604, Maharashtra.","Thane","Maharashtra","400604","8691018036 / 022-25432410 / 25394134 / 25394130","thane.kiranautowheels.sales@suzukidealers.net"
"KPR SUZUKI","Suzuki Premium Dealers","No/ C1,New Kantharaja URS Road,(Opp) Apollo Hospital Kuvempungar, Mysore-570023","Mysore","Karnataka","570023","9448460899 / 9880179677 / 0821-4000009/08 / 9945248099","mysore.kpr.sales@suzukidealers.net"
"Krishna Suzuki","Suzuki Premium Dealers","Show Room: Shop No. 4, Merlin Pentagon, Mahalaxmi Five Road, Paldi, Ahmedabad - 380007, Gujarat.Work Shop: G-1, Mahalaxmi Complex, Mahalaxmi Cross Road, Vikas Gruh Road, Paldi, Ahmedabad -380007, Gujarat.","Ahmedabad","Gujarat","380007","7719015555 / 7043774442  / 7043774443 / 7043774443","ahmedabad.krishna.sales@suzukidealers.net"
"Krishna Suzuki","Suzuki Premium Dealers","Nakodar Road, Opp. Nari Niketan School, Jalandhar city-144001, Punjab","Jalandhar","Punjab","144001","8699999989; 9872917517","jalandhar.krishna.sales@suzukidealers.net"
"KRITHI SUZUKI","Suzuki Premium Dealers","Showroom/Workshop: No.123, G.N.T. Byypass Road, Redhills, Chennai-600052, TamilNadu","Tiruvallur","Tamil Nadu","600052","8056238056, 9962512110, 044-2632 0510/ 0610/ 0710","chennai.krithi.sales@suzukidealers.net"
"KUDANTHAI SUZUKI","Suzuki Premium Dealers","1/174, Main Road, Chettimandabam, Kumbakonam- 612001, Tamil nadu.","Thanjavur","Tamil Nadu","612001","9790426472 /9500997335 /9715099216  /9789395204","kumbakonam.kudanthai.sales@suzukidealers.net"
"KUMAR SUZUKI","Suzuki Premium Dealers","Khasra No 319, Sohna Road, Village. Islampur, Near JMD Garden– Gurgaon-122001                                                                   Haryana","Gurgaon","Haryana","122001","0124- 2208696 / 9873422796 / 9643310135 / 9911910096","gurgaon.kumarbikes.sales@suzukidealers.net"
"KUNDE SUZUKI","Suzuki Premium Dealers","Survey No. 223/18, Gounlloy, NH-17, NUVEM SALCETE, GOA-403604","","","403604","9822126964 /7774013400/7774013380 / 7774013390  /7774013389","margao.kunde.sales@suzukidealers.net"
"LBS SUZUKI","Suzuki Premium Dealers","C-4,Bawngkawn,Near Durtlang Road Traffic point,Aizawl,Mizoram-796014","Aizawl","Mizoram","796014","8974402763 /9612338588 /9615456260  /9615949839","aizawl.lbsauto.sales@suzukidealers.net"
"MAA SUZUKI","Suzuki Premium Dealers","17, Padmanabh Nagar, Municipal Corporation,Ward No. 44, Raisen Road, Bhopal -462023, Madhya Pradesh","Bhopal","Madhya Pradesh","462023","9977407636 /8435320960 /7566851938  /9713840146","bhopal.maaautocorp.sales@suzukidealers.net"
