"Dealer Name","Type","Address","City","State","Pincode","Contact","Email"
"Sai Auto","Dealer","MILKAT NO. 7855, PUNE-SOLAPUR HIGHWAY,, NEAR SAI MOTORS,","Aklujindapur","Maharashtra","413106","91 2111 225 440","d12254@baldealer.com"
"Sarbani Motors","Dealer","C-16, INDUSTRIAL ESTATE,, MUL ROAD,","Chandrapur","Maharashtra","442401","91 7172 253 698","d12486@baldealer.com"
"Patni Auto Service","Dealer","KAMPTEE ROAD,, ","Nagpur","Maharashtra","440001","91 712 2522100, 91 712 2521761","d12521@baldealer.com"
"Arun Automobiles","Dealer","PATNI PLAZA, KHAMLA RING ROAD,, OPPOSITE ORANGE CITY HOSPITAL,","Nagpur","Maharashtra","440025","91 712  664 6444 - 664 6445","d12326@baldealer.com"
"Ashok Autotech India Pvt Ltd","Dealer","ASHOK BAJAJ SHOWROOM, MALKAPUR ROAD","Buldhana","Maharashtra","443001","91 88884 26616 - 95030 79009","d12552@baldealer.com"
"Aherkar Automobiles","Dealer","91, MORORJI PETH,, STATION ROAD,","Solapur","Maharashtra","413001","91 90111 29129 - 98813 33400","d12375@baldealer.com"
"Manipur Motors","Dealer","MANTRIPUKHRI, N.H. ROAD,, ","Imphal","Manipur","795002","91 96154 26884","d12346@baldealer.com"
"Goenka Engineering Works","Dealer","KEATING ROAD,, ","Shillong","Meghalaya","793001","91 98630 21570","d12337@baldealer.com"
"Standard Motors","Dealer","ZARKAWT, ","Aizwal","Mizoram","796001","91 389 234 1311","d12350@baldealer.com"
"Automobiles","Dealer","WALFORD ROAD,, NEAR MAHINDRA SHOWROOM,","Dimapur","Nagaland","797112","91 3862 237064","d12142@baldealer.com"
"Shuvalaxmi Motors","Dealer","BAGHRAROAD, WARD NO -19,, OPPDAROGAHHAI SHIV MANDIR,","Baripda","Odisha","757001","91 97766 19000","d12646@baldealer.com"
"BARIPADA KTM","Branch","BAGHRAROAD, WARD NO -19, , OPP;DAROGAHHAI SHIV MANDIR, , , ","Baripda","Odisha","757001","+91 97766 19000","d12646@baldealer.com"
"Arman Motors","Dealer","CHILKA ROAD,, BALUGAON DISTT KHURDA","Balugaon","Odisha","752030","91  6756 251 442","d12687@baldealer.com"
"Sonthalia Motors Pvt Ltd","Dealer","PLOT NUMBER - 146, SECTOR - A, ZONE - B,, MANCHESWAR INDUSTRIAL ESTATE, MANCHESWAR","Bhubneshwar","Odisha","751010","91 90400 55519","d12554@baldealer.com"
"KHANDAGIRI KTM","Branch","PLOT NO -18/2420, NH-5, KHANDAGIRI SQUARE, NEAR HOTEL 7 MILES, , ","Bhubneshwar","Odisha","751030","+91 9937205040","d12554@baldealer.com"
"Sampark Bajaj","Dealer","PLOT NO 8033317, MAYFAIR ROAD,, JAYADEV VIHAR, NAYAPALLI","Bhubneshwar","Odisha","751013","91 75049 92106","d12558@baldealer.com"
"Sonthalia Motors Pvt Ltd","Dealer","PLOT NO -182420, NH-5, KHANDAGIRI SQUARE, NEAR HOTEL 7 MILES","Bhubaneshwar","Odisha","751030","91 9937205040","d12554@baldealer.com"
"KHANDAGIRI KTM","Branch","PLOT NO -18/2420, NH-5, KHANDAGIRI SQUARE, NEAR HOTEL 7 MILES, , ","Bhubaneshwar","Odisha","751030","+91 9937205040","d12554@baldealer.com"
"Sisirabha Properties Pvt. Ltd.","Dealer","NEELKANTHA NAGAR MAIN ROAD,, BESIDE OF NURTURE INTERNATIONAL SCHOOL,","Behrampur","Odisha","760001","91 680 226 0260","d12241@baldealer.com"
"Jamuna Auto","Dealer","NH-55, SIMLIPADA,, NEAR ANGUL CHURCH,","Angul","Odisha","","91 97768 97765 - 9776897766","d12862@baldealer.com"
"Shankar Gouri Automobiles","Dealer","AT- SAMARAIPUR PO- GELPUR, ","Bhadrak","Odisha","756181","91 9435535596","d12907@baldealer.com"
"Rm Motors","Dealer","GROUND FLOOR, D.S. DIESEL COMPLEX, NH - 6, PANCHGANCHIA, PO.PS - BAREIPALLI","Sambalpur","Odisha","","91  78731 86610","d12754@baldealer.com"
"Shiv Shakti Automobiles","Dealer","PLOT NO- 879, ADJACENT TO HOTEL SHEETAL , LINK RAOD,, GANESH BAZAR, PO- ARUNODAYA MARKET, P.S- BADAMABD","Cuttack","Odisha","753012","91 671 655 5512","d12311@baldealer.com"
"Shiv Shakti Automobiles","Dealer","IN FRONT OF TATA MOTORS,, MOHAMMED JAMALPUR, PANIKOILI,","Jajpur Road","Odisha","755043","91 99375 34651","d12311@baldealer.com"
"Mm Motors","Dealer","BESIDES GRAND SUBHAM MANDAP, Besides Grand Subham Mandap, NABAKALEBARA ROAD, KANAKADURGA LANE, KUMBHARAPADA","Puri","Odisha","752002","91 89082 22292","d12995@baldealer.com"
"Shuvalaxmi Motors","Dealer","AT & PO. KALIDASPUR,, BHIMPURA CHOWK,","Balasore","Odisha","","91  6782 240 708","d12646@baldealer.com"
"BARIPADA KTM","Branch","BAGHRAROAD, WARD NO -19, , OPP;DAROGAHHAI SHIV MANDIR, , , ","Balasore","Odisha","757001","+91 97766 19000","d12646@baldealer.com"
"Aakash Automobiles Pvt Ltd","Dealer","NO.3, VILLIANUR MAIN ROAD,, SITHANANDHA NAGAR (NEAR IG SQUARE),","Pondicherry","Pondicherry","605005","91 413 4209000","d12394@baldealer.com"
"Scooter Aid Centre","Dealer","NEAR BADYAL HOSPITAL,, BIBI WALA ROAD,","Bhatinda","Punjab","151001","91 8556000039","d12368@baldealer.com"
"Scooter Aid Centre","Dealer","NEAR OLD BUS STAND,, ","Faridkot","Punjab","151203","91 85560 00039","d12368@baldealer.com"
"Dada Motors","Dealer","SAVITRI - 3, G.T. ROAD,, NEAR DHOLEWAL CHOWK","Ludhiana","Punjab","141003","91 161  6600350 - 52","d12330@baldealer.com"
"Doaba Automobiles","Dealer","COURT ROAD, ","Amritsar","Punjab","143001","91 183 506 4444","d12331@baldealer.com"
"Lovely Autos","Dealer","CIRCULAR ROAD, NEAR RAJIV GANDHI ENCLAVE,, ","Kapurthala","Punjab","144602","91 98764 64748","d12320@baldealer.com"
"Lovely Autos","Dealer","MAIN GT ROAD, NEAR BUS STAND,, PHAGWARA DISTT. KAPURTHALA","Phagwara","Punjab","144401","1824501400, 91 98764 64748","d12320@baldealer.com"
"Lovely Autos","Dealer","DR. AMBEDKAR CHOWK,, JALANDHAR CITY","Jalandhar","Punjab","144001","91 181 50253533","d12320@baldealer.com"
"St Kabir Automobiles","Dealer","HOSHIARPUR TO DASUYA ROAD,, NEAR MOUNT CARMEL SCHOOL,","Hoshiarpur","Punjab","146001","91 9478336463","d12882@baldealer.com"
"Nitesh Automobiles","Dealer","RAJPURA ROAD, NEAR BUS STAND,, ","Patiala","Punjab","147001","91 1752217873","d11916@baldealer.com"
"Ajmer Motors Pvt Ltd","Dealer","593  26, OPPOSITE RAILWAY HOSPITAL,, NEAR PETROL PUMP, BEAWAR ROAD,","Ajmer","Rajasthan","305001","91 145 2610222","d12057@baldealer.com"
"Raja Motors","Dealer","78-A,PRATAP NAGAR,, NEAR AKHALIYA CIRCLE,","Jodhpur","Rajasthan","342001","91 291 2762616, 99506 48000","d12347@baldealer.com"
"Aarzoo Motors","Dealer","E 31 MADHAVNAGAR, ANSALAPI, AJMER ROAD, BHILWARA","Bhilwara","Rajasthan","311001","91 9694329022","d12740@baldealer.com"
"Aarzoo Motors","Dealer","SHOP NO. 3, MUSTAFA COMPLEX, OPP TO GHOOMAR GARDEN, MAHARANA PRATAP SETHU","Chittorgarh","Rajasthan","312001","91 73399 33111","d12740@baldealer.com"
"Rajmandir Motors","Dealer","UDAIPUR ROAD, ","Dungarpur","Rajasthan","","91 91661 01706","d12071@baldealer.com"
"Raj Mandir Automobiles Pvt. Ltd.","Dealer","24, PARAS CHOURAHA,, SEC. NO. 11,","Udaipur","Rajasthan","313001","91 294 2483855","d12415@baldealer.com"
"Shree Shyam Bajaj","Dealer","PLOT NO. 39, SMS COLONY, OPP. VIJAY PATH,, MAIN SHIPRA PATH, MANSAROVAR,","Jaipur","Rajasthan","302020","91 141 688 8666","d12416@baldealer.com"
"Rambagh Service Station","Dealer","OPP R B I TONK ROAD JAIPUR, JAIPUR","Jaipur","Rajasthan","302004","91 141 4111333","d12697@baldealer.com"
"P L Automobiles P. Ltd","Dealer","MEHALA HOUSE, PURANI CHUNGI, QUEENS ROAD CROSSING,, AJMER ROAD","Jaipur","Rajasthan","302021","91 141 699 9982, 645 1915","d12344@baldealer.com"
"Banerjee Auto Corporation","Dealer","G.T ROAD, BHIRINGI,, ","Durgapur","Rajasthan","713203","91 343 2584109","d12701@baldealer.com"
"Aditya Automobiles","Dealer","OPP. INDIAN OIL PETROL PUMP, NEAR RTO OFFICE,, JAIPUR  JHUJHUNU BYPASS,","Sikar","Rajasthan","332001","91 157 251 4131","d12265@baldealer.com"
"Shree Amba Bajaj","Dealer","HANUMANGARH ROAD,, ","Sri Ganaganagar","Rajasthan","335001","91 154 246 5501 - 601 - 602","d12549@baldealer.com"
"The Racing Store","Dealer","PLOT NO.5, LAXMI VIHAR COLONY,, JAIPUR ROAD,","Bikaner","Rajasthan","334001","91  151 222 2121","d12673@baldealer.com"
"Kamal Auto Industries","Dealer","AERODROME CIRCLE,, ","Kota","Rajasthan","324007","91 744 236 4783","d12341@baldealer.com"
"Yash Concrete Co","Dealer","SCO 10 HUDA CITY CENTER,, NEAR BASIA BHAWAN","Bhiwani","Rajasthan","127021","91  97282 45555","d12652@baldealer.com"
"Siliguri Auto Works Pvt.Ltd.","Dealer","NH 31A, TADONG (OPP. SBI),, NEAR CONVEY GROUND,","Gangtok","Sikkim","737102","91 3592 232091","d12751@baldealer.com"
"Gb Motors","Dealer","338B, KARAIKAL MAIN ROAD,, MUTHUPILLAIMANDABAM","Kumbakonam","Tamil Nadu","","91  435 241 1009","d12707@baldealer.com"
"Gb Motors","Dealer","1A  40, BYPASS ROAD,, ","Tiruvarur","Tamil Nadu","610104","91 7373730173","d12707@baldealer.com"
"K.L.N.Automobiles","Dealer","L 44, AMBATTUR INDUSTRIAL ESTATE, ","Chennai","Tamil Nadu","600058","91 44 26880093","d12319@baldealer.com"
"ANNANAGAR KTM","Branch","NEW NO. P – 60, OLD NO. P – 52, 6TH AVENUE, , ANNANAGAR, CHENNAI – 600 040, , ","Chennai","Tamil Nadu","","     +91 44 2363 0343","d12319@baldealer.com"
"K.L.N.Automobiles","Dealer","NEW NO. P  60, OLD NO. P  52, 6TH AVENUE,, ANNANAGAR, CHENNAI  600 040","Chennai","Tamil Nadu","","91 44 2363 0343","d12319@baldealer.com"
"ANNANAGAR KTM","Branch","NEW NO. P – 60, OLD NO. P – 52, 6TH AVENUE, , ANNANAGAR, CHENNAI – 600 040, , ","Chennai","Tamil Nadu","","     +91 44 2363 0343","d12319@baldealer.com"
"Khivraj Automobile And Infrastructure Pvt. Ltd.","Dealer","617, ANNASALAI,, THOUSAND LIGHTS,","Chennai","Tamil Nadu","600006","91 044-4226 9601, 90927 44666","d12414@baldealer.com"
"TIRUVOTTIYUR KTM","Branch","#390, THIRUVOTTIYUR HIGH ROAD, , NEAR PERIYAR NAGAR BUS STOP, THIRUVOTTIYUR , , ","Chennai","Tamil Nadu","600019"," +91  97107 43881","d12414@baldealer.com"
"KOLATHUR KTM","Branch","NO.2,THIRUMALAI NAGAR ANNEX, , 200 FEET ROAD, (NEXT TO IOC PETROL PUMP) KOLATHUR, , ","Chennai","Tamil Nadu","600099","+91 96770 65658","d12414@baldealer.com"
"Khivraj Automobile And Infrastructure Pvt. Ltd.","Dealer","NO.2,THIRUMALAI NAGAR ANNEX,, 200 FEET ROAD, (NEXT TO IOC PETROL PUMP) KOLATHUR","Chennai","Tamil Nadu","600099","91 96770 65658","d12414@baldealer.com"
"TIRUVOTTIYUR KTM","Branch","#390, THIRUVOTTIYUR HIGH ROAD, , NEAR PERIYAR NAGAR BUS STOP, THIRUVOTTIYUR , , ","Chennai","Tamil Nadu","600019"," +91  97107 43881","d12414@baldealer.com"
"KOLATHUR KTM","Branch","NO.2,THIRUMALAI NAGAR ANNEX, , 200 FEET ROAD, (NEXT TO IOC PETROL PUMP) KOLATHUR, , ","Chennai","Tamil Nadu","600099","+91 96770 65658","d12414@baldealer.com"
"Gusto Racing","Dealer","486C, GNT Road, REDHILLS","Chennai","Tamil Nadu","600052","91 98846 18876 - 98410 18876","d13010@baldealer.com"
"Mohteej Automobiles","Dealer","216, MOUNT  POONAMALLE HIGH ROAD,, KATTHPAKKAM, POONAMALLE","Chennai","Tamil Nadu","600056","91 91760 97331","d12423@baldealer.com"
"THIRUMULLAIVOYAL KTM","Branch","#2, CHT ROAD, , THIRUMULLAIVOYAL, , ","Chennai","Tamil Nadu","600062"," +91  98842 22346","d12423@baldealer.com"
"Mohteej Automobiles","Dealer","#2, CHT ROAD,, THIRUMULLAIVOYAL","Chennai","Tamil Nadu","600062","'91 91764 08333","d12423@baldealer.com"
"THIRUMULLAIVOYAL KTM","Branch","#2, CHT ROAD, , THIRUMULLAIVOYAL, , ","Chennai","Tamil Nadu","600062"," +91  98842 22346","d12423@baldealer.com"
"Khivraj Automobile And Infrastructure Pvt. Ltd.","Dealer","#390, THIRUVOTTIYUR HIGH ROAD,, NEAR PERIYAR NAGAR BUS STOP, THIRUVOTTIYUR","Chennai","Tamil Nadu","600019","91  97107 43881","d12414@baldealer.com"
"TIRUVOTTIYUR KTM","Branch","#390, THIRUVOTTIYUR HIGH ROAD, , NEAR PERIYAR NAGAR BUS STOP, THIRUVOTTIYUR , , ","Chennai","Tamil Nadu","600019"," +91  97107 43881","d12414@baldealer.com"
"KOLATHUR KTM","Branch","NO.2,THIRUMALAI NAGAR ANNEX, , 200 FEET ROAD, (NEXT TO IOC PETROL PUMP) KOLATHUR, , ","Chennai","Tamil Nadu","600099","+91 96770 65658","d12414@baldealer.com"
"Sri Jai Autos Pvt Ltd","Dealer","243, SARDAR PATEL ROAD,, SOUTHERN PART, GROUND FLOOR, ADYAR","Chennai","Tamil Nadu","600020","91  44 2441 7272","d12376@baldealer.com"
"OMR KTM","Branch","169, KUMARAN NAGAR, PLOT #1130, OLD MAHABALIPURAM ROAD, , SEMMENCHERY, , ","Chennai","Tamil Nadu","600119","+91 44 2450 1360","d12376@baldealer.com"
"Sri Jai Autos Pvt Ltd","Dealer","169, KUMARAN NAGAR, PLOT #1130, OLD MAHABALIPURAM ROAD,, SEMMENCHERY","Chennai","Tamil Nadu","600119","91 44 2450 1360","d12376@baldealer.com"
"OMR KTM","Branch","169, KUMARAN NAGAR, PLOT #1130, OLD MAHABALIPURAM ROAD, , SEMMENCHERY, , ","Chennai","Tamil Nadu","600119","+91 44 2450 1360","d12376@baldealer.com"
"Jai Auto Pvt. Ltd.","Dealer","2, KVIC NAGAR, VELACHERRY ROAD,, GOWRIWAKKAM, SELAIYUR","Chennai","Tamil Nadu","600073","91 44 4351 2028","d12323@baldealer.com"
"PALLAVARAM KTM","Branch","OLD NO 89, NEW NO 22, DOOR NO90, ,  ISSA PALLAVARAM, GST ROAD, , , ","Chennai","Tamil Nadu","","+91  44 4851 7070","d12323@baldealer.com"
"Jai Auto Pvt. Ltd.","Dealer","OLD NO 89, NEW NO 22, DOOR NO. 90, ISSA PALLAVARAM, GST ROAD,","Chennai","Tamil Nadu","","91  44 4851 7070","d12323@baldealer.com"
"PALLAVARAM KTM","Branch","OLD NO 89, NEW NO 22, DOOR NO90, ,  ISSA PALLAVARAM, GST ROAD, , , ","Chennai","Tamil Nadu","","+91  44 4851 7070","d12323@baldealer.com"
"Sri Jai Auto","Dealer","2, ANJUGAM NAGAR, 1ST STREET, FACING JAWAHARLAL NEHRU ROAD,, JAFFARKHANPET, ASHOK NAGAR","Chennai","Tamil Nadu","600083","91 44 2371 3949","d12340@baldealer.com"
"Vishnu Racing Motors","Dealer","SF NO 2181,, DURUGAM ROAD, KALLAKURICHI DISTT. VILLUPURAM","Kallakurichi","Tamil Nadu","606202","91 4151 222 221  94430 92073","d12760@baldealer.com"
"Athen Automobiles","Dealer","VETURNIMADAM, NEAR TOYOTA SHOWROOM,, TRIVANDRUM MAIN ROAD,  NAGERCOIL, DISTT. KANYAKUMARI","Nagercoil","Tamil Nadu","629003","91 80125 18888","d12166@baldealer.com"
"Nas Motors","Dealer","41 - BLOCK -1, SIVA COMPLEX, IMPERIAL ROAD","Cuddalore","Tamil Nadu","607003","91 95145 54430","d12944@baldealer.com"
"Paavai Motors","Dealer","203, SENGADU, VEERAPPAMPALAYAM PRIVU,, PERUNDURAI ROAD, PO. THINDAL, NEAR HYUNDAI SHOWROOM,","Erode","Tamil Nadu","638012","91 99654 00400, 85088 89999","d12212@baldealer.com"
"Paavai Motors","Dealer","41108, KOLANDAIAPPA COMPLEX, ERODE MAIN ROAD,, PO. VELLAPALAYAM,","Gobi","Tamil Nadu","638476","91 99652 00200","d12212@baldealer.com"
"Roja Autos","Dealer","97B NAINARKULAM, NEAR ARCH,, TIRUNELVELI TOWN","Tirunelveli","Tamil Nadu","627002","91 4622 331115, 84899 44496","d12173@baldealer.com"
"Roja Autos","Dealer","NO. 162, COURTALLAM  MADURAI MAIN ROAD,, KUTHUKKAL VALASAI,","Tenkasi","Tamil Nadu","627803","84899 34496","d12173@baldealer.com"
"Susee Automobiles","Dealer","NO. 219, INDRA NAGAR,, NEAR NEW RAILWAY STATION,","Kanchipuram","Tamil Nadu","631501","91 44 67272737","d12360@baldealer.com"
"Aakash Bajaj","Dealer","180 RK NAGAR, OPP. RAMKRISHNA SCHOOL,, NEAR RAILWAY STATION,","Hosur","Tamil Nadu","635109","91 9025333377","d12386@baldealer.com"
"Aakash Bajaj","Dealer","NO. 4611 A, AVADHANAPATTY, SALEM BYE PASS ROAD","Krishnagiri","Tamil Nadu","635001","91 93447 44751","d12386@baldealer.com"
"R.K.Motors","Dealer","281, EVR ROAD, CROSS ROAD,, PUTHUR","Trichy","Tamil Nadu","620017","91 94890 84881","d11913@baldealer.com"
"Victory Motor Corp","Dealer","119, HASTHAMPATTI MAIN ROAD,, HASTHAMPATTI,","Salem","Tamil Nadu","636007","91 427 404 0055","d12049@baldealer.com"
"Jailaxmi Agencies","Dealer","SF NO - 642 C 5, NEAR SM CAR MARUTI SERVICE,, SEELANAICKENPATTY,","Salem","Tamil Nadu","636201","91 70944 47772 - 70944 47776 - 82200 10533","d12691@baldealer.com"
"Khivraj Automobile And Infrastructure Pvt. Ltd.","Dealer","NO.39, KANDASAMY NAGAR, ONDIKUPPAM,, POONAMALLEE HIGH ROAD, MANAVALA NAGAR, TIRUVALLUR","Tiruvallur","Tamil Nadu","602002","91 44 2764 0664","d12414@baldealer.com"
"TIRUVOTTIYUR KTM","Branch","#390, THIRUVOTTIYUR HIGH ROAD, , NEAR PERIYAR NAGAR BUS STOP, THIRUVOTTIYUR , , ","Tiruvallur","Tamil Nadu","600019"," +91  97107 43881","d12414@baldealer.com"
"KOLATHUR KTM","Branch","NO.2,THIRUMALAI NAGAR ANNEX, , 200 FEET ROAD, (NEXT TO IOC PETROL PUMP) KOLATHUR, , ","Tiruvallur","Tamil Nadu","600099","+91 96770 65658","d12414@baldealer.com"
"Athen Automobiles","Dealer","1376, CHANGAI, TRIVANDRUM MAIN ROAD,, OPP. OLD RTO OFFICE,","Marthandam","Tamil Nadu","629155","91  80121 16666","d12559@baldealer.com"
"Sri Shai Autos","Dealer","5220E, SALEM MAIN ROAD,, SENTHIL NAGAR BUS STOP","Dharmapuri","Tamil Nadu","636705","91  4342 232555 444","d12565@baldealer.com"
"R.K.Motors","Dealer","1 - A , VANAMAMALAI NAGAR,, BYE PASS ROAD,","Madurai","Tamil Nadu","625016","91 94422 30881","d12401@baldealer.com"
"KK NAGAR KTM","Branch","252, LIG COLONY, , K.K.NAGAR, , , ","Madurai","Tamil Nadu","625020","+91 94873 23881","d12401@baldealer.com"
"R.K.Motors","Dealer","252, LIG COLONY,, K.K.NAGAR,","Madurai","Tamil Nadu","625020","91 94873 23881","d12401@baldealer.com"
"KK NAGAR KTM","Branch","252, LIG COLONY, , K.K.NAGAR, , , ","Madurai","Tamil Nadu","625020","+91 94873 23881","d12401@baldealer.com"
"R.K.Motors","Dealer","NO. 6504, VIRUDHNAGARMADURAI HIGH WAY, NEAR VVV COLLEGE","Virudhnagar","Tamil Nadu","626001","91 94425 60881","d12401@baldealer.com"
"KK NAGAR KTM","Branch","252, LIG COLONY, , K.K.NAGAR, , , ","Virudhnagar","Tamil Nadu","625020","+91 94873 23881","d12401@baldealer.com"
"R.K.Motors","Dealer","5204, MALLIGAI NAGAR, MADURAI HIGHWAY","Ramnad","Tamil Nadu","623517","91 94439 66881","d12401@baldealer.com"
"KK NAGAR KTM","Branch","252, LIG COLONY, , K.K.NAGAR, , , ","Ramnad","Tamil Nadu","625020","+91 94873 23881","d12401@baldealer.com"
"Arasan Autos","Dealer","1892B, VVD MAIN ROAD, ANNA NAGAR ROAD STREET, THOOTHUKUDI (TAMILNADU)","Thoothukudi","Tamil Nadu","628002","91 461 422 8444","d12629@baldealer.com"
"Arasan Autos","Dealer","1853 PALAI MAIN ROAD, NEAR FIRE STATION","Tiruchendur","Tamil Nadu","628215","91 84899 87779","d12629@baldealer.com"
"Aadhitheya Bikes","Dealer","No. 8 -1, N.S.R. ROAD,, NEAR SAIBABA KOVIL SIGNAL,","Coimbatore","Tamil Nadu","641011","91 9655724772","d12985@baldealer.com"
"Eagle Motors","Dealer","19-3,4 SHANMUGA NAGAR,, SUNGAM BYPASS ROAD,","Coimbatore","Tamil Nadu","641045","91 96005 12326","d12809@baldealer.com"
"AVINASHI ROAD KTM","Branch","500-A, AVINASHI ROAD, NAVA INDIA, , PEELAMEDU, , ","Coimbatore","Tamil Nadu","641004","  +91 90436 88881","d12809@baldealer.com"
"Eagle Motors","Dealer","500-A, AVINASHI ROAD, NAVA INDIA,, PEELAMEDU","Coimbatore","Tamil Nadu","641004","91 90436 88881","d12809@baldealer.com"
"AVINASHI ROAD KTM","Branch","500-A, AVINASHI ROAD, NAVA INDIA, , PEELAMEDU, , ","Coimbatore","Tamil Nadu","641004","  +91 90436 88881","d12809@baldealer.com"
"Nalli Motors","Dealer","1A AVINASI ROAD , THILAGAR NAGAR PIRIVU,, ANUPARPALAYAM,","Tirupur","Tamil Nadu","641652","91  82207 85555","d12573@baldealer.com"
"R.K.Motors","Dealer","194, THIRUTHANGAL ROAD,, ","Sivakasi","Tamil Nadu","626123","91 94434 00881","d12975@baldealer.com"
"Vishnu Racing Motors","Dealer","NO  1532, KANNJI ROAD,TIRUVANNAMALAI, ","T V Malai","Tamil Nadu","606604","91 94430 92073","d12760@baldealer.com"
"Krishnaa Autos","Dealer","NO. 6087, SASHIYA MADURAI ROAD,, JANAKI NAGAR","Pudukkottai","Tamil Nadu","622003","91 4322 222 919","d12807@baldealer.com"
"Krishnaa Autos","Dealer","NO, 2256 KOVILUR ROAD,, NEAR ABT MARUTI SHOWROOM,","Karaikudi (Sivanganga)","Tamil Nadu","630001","91 8489911584","d12807@baldealer.com"
"Eagle Motors","Dealer","NO.31, VADAKI PALAYAM PIRIVU,, POLLACHI -  COIMBATORE","Pollachi","Tamil Nadu","642002","91 90436 88885","d12810@baldealer.com"
"Arasu Autos","Dealer","NO. 72, RAJAPPA NAGAR,, MEDICAL COLLEGE ROAD.","Tanjavour","Tamil Nadu","613007","91 4362 277 922","d12329@baldealer.com"
"Vetrivel Motors","Dealer","PULIPAKKAM NH BYPASS JUNCTION,, PULIPAKKAM","Chengalpattu","Tamil Nadu","603002","91  94436 39140 - 70107 37274","d12665@baldealer.com"
"Shanmugam Motors Sk Raman-Ktm","Dealer","NO 37 NEW BY-PASS ROAD,, COLLECTOR OFFICE ROAD","Vellore","Tamil Nadu","632004","91  416 222 7194","d12690@baldealer.com"
"Jailaxmi Agencies","Dealer","CHAKRA COMPLEX,SERVICE ROAD,, THIRUGAMPULIUR,","Karur","Tamil Nadu","639002","91 82200 10533","d12487@baldealer.com"
"Jailaxmi Agencies","Dealer","6441 SALEM MAIN ROAD,, OPPOSITE TO HDFC BANK,","Namakkal","Tamil Nadu","637001","91 70944 47779","d12487@baldealer.com"
"Sri Vasa Autos","Dealer","183, KOVAI MAIN ROAD,, ","Mettupalayam","Tamil Nadu","641301","91 4254 223 164","d12488@baldealer.com"
"Sri Vasa Autos","Dealer","NO. 6, COONOOR ROAD,, BEHIND SM HOSPITAL,","Ooty","Tamil Nadu","643001","91 87540 44855","d12488@baldealer.com"
"Yaazhiniy Motors","Dealer","5, THOMAIYAPURAM, MADURAI BYEPASS PIRIVU,, BEGAMPUR POST,","Dindigul","Tamil Nadu","624001","91 91500 00005","d12266@baldealer.com"
"Yaazhiniy Motors","Dealer","SRI PADMESHRAM COMPLEX, PERIYAKULAM ROAM,, P.K PATTI, ALLINGARAM,","Theni","Tamil Nadu","625532","91 81444 00005","d12266@baldealer.com"
"Varun Motors","Dealer","23-29, NEAR JYOTHI THEATRE,, ASHOK NAGAR, MEDAK","Hyderabad","Telangana","502032","91 82975 44403","d12418@baldealer.com"
"KONDAPUR KTM","Branch","1-110/A/116, SURVEY NO. 59, KONDAPUR VILLAGE, , SERILINGAMPALLY MANDA, HYDERABAD,, , ","Hyderabad","Telangana","500084","+91 82973 64444 - 82973 54444","d12418@baldealer.com"
"RC PURAM KTM","Branch","23-29, NEAR JYOTHI THEATRE, , ASHOK NAGAR, MEDAK , , ","Hyderabad","Telangana","502032","+91 82975 44403","d12418@baldealer.com"
"Sri  Vinayaka Mobikes Pvt Ltd","Dealer","18-8-223101,RIYASATNAGAR, OPP WATER RESERVOIR, NEAR DRDO CIRCLE, HYDERABAD, TELANGANA STATE.","Hyderabad","Telangana","500058","91 86390 91651","d12444@baldealer.com"
"L B NAGAR KTM","Branch","# 3-11-22, SREE ENCLAVE, , RTC COLONY, LB NAGAR, , , ","Hyderabad","Telangana","500074","+91 40 20066900 ","d12444@baldealer.com"
"SAINIKPURI KTM","Branch","DOOR NUMBER. 39-182, VAYUPURI, , NEAR A S RAO NAGAR, , , ","Hyderabad","Telangana","500094","+91 98498 64003","d12444@baldealer.com"
"HI-TECH CITY KTM","Branch","PLOT NO. 25, ARUNODAYA COLONY, , BESIDE IMAGE HOSPITAL, MADHAPUR,, , ","Hyderabad","Telangana","500081","+91 8297522622 ","d12444@baldealer.com"
"KUKATPALLY KTM","Branch","7-74, OPP TRAFFIC POLICE STATION & CASH AND CARRY METRO,, KUKATPALLY,, , ","Hyderabad","Telangana","","+91  77990 51188","d12444@baldealer.com"
"FALAKNUMA KTM","Branch","18-8-223/101,RIYASATNAGAR, OPP WATER RESERVOIR, NEAR DRDO CIRCLE, HYDERABAD, TELANGANA STATE., , ","Hyderabad","Telangana","500058","+91 86390 91651","d12444@baldealer.com"
"Sri  Vinayaka Mobikes Pvt Ltd","Dealer","QUEENS PLAZA, BEGUMPET,, SECUNDERABAD","Hyderabad","Telangana","500016","91 40 66481111 - 6648 1112","d12444@baldealer.com"
"L B NAGAR KTM","Branch","# 3-11-22, SREE ENCLAVE, , RTC COLONY, LB NAGAR, , , ","Hyderabad","Telangana","500074","+91 40 20066900 ","d12444@baldealer.com"
"SAINIKPURI KTM","Branch","DOOR NUMBER. 39-182, VAYUPURI, , NEAR A S RAO NAGAR, , , ","Hyderabad","Telangana","500094","+91 98498 64003","d12444@baldealer.com"
"HI-TECH CITY KTM","Branch","PLOT NO. 25, ARUNODAYA COLONY, , BESIDE IMAGE HOSPITAL, MADHAPUR,, , ","Hyderabad","Telangana","500081","+91 8297522622 ","d12444@baldealer.com"
"KUKATPALLY KTM","Branch","7-74, OPP TRAFFIC POLICE STATION & CASH AND CARRY METRO,, KUKATPALLY,, , ","Hyderabad","Telangana","","+91  77990 51188","d12444@baldealer.com"
