"Dealer Name","Address","City","State","Pincode","Phone 1","Phone 2","Mobile 1","Mobile 2","Email 1","Email 2","Email 3"
"G T Hyundai","548, 1A1, Athur Sidco, Industrial Estate, NH -7, Salem Main Road, SIDCO Industrial Estate, Karur, Tamil Nadu - 639002","Karur","Tamil Nadu","639002","4324220666","","7373734441","","smgtkarur@gmail.com","",""
"Himavasini Hyundai","Near old RTO office Krishnagiri Bangalore Bye Pass Road, Krishnagiri ByPass, Krishnagiri, Tamil Nadu - 635001","Krishnagiri","Tamil Nadu","635001","","","","","sales@himavasini.com","",""
"Peeyesyem Hyundai","No.5, Marriamman Teppakulam West Street, Opp: Thiyagarajar Arts College,, Madurai, Madurai, Tamil Nadu - 625009","Madurai","Tamil Nadu","625009","","","9962666228","","digitalmarketingchn@peeyesyemhyundai.in","",""
"Susee Hyundai","117 / 3, Theni Road,, Kalavasal, Madurai, Tamil Nadu - 625016","Madurai","Tamil Nadu","625016","4524212222","","9894988830","9952222000","suseehyundaism@gmail.com","",""
"Susee Hyundai","B1-B2, SIDCO Industrial Estate, Kappalur, Kappalur, Madurai, Tamil Nadu - 625008","Madurai","Tamil Nadu","625008","04524212222","","9500922448","","suseen@gmail.com","suseehyundaigm@gmail.com",""
"Derik Hyundai","Eravipurthoorkadai, valavachagostam village, SY NO 123/10, Eravipurthoorkadai, Marthandam, Tamil Nadu - 629402","Marthandam","Tamil Nadu","629402","4651276272","4651276271","7200909192","9442585000","derikmotor@gmail.com","",""
"Chandra Hyundai","537-5 A/C Karamadai Road, (Opp. Meenatchi Hospital) Kalaingar,, Ooty Main Road, Mettupalayam, Tamil Nadu - 641301","Mettupalayam","Tamil Nadu","641301","4254227022","","9500997213","9994500073","info@chandraauto.com","",""
"Derik Hyundai","2/95,Tirunelveli Main Road,Ozhuginasery,Nagercoil, Ozhuginasery, Nagercoil, Tamil Nadu - 629001","Nagercoil","Tamil Nadu","629001","4652654974","","7200909192","9442585000","derikmotor@gmail.com","",""
"Golden Hyundai","No817, Salem Main Road,Namakkal Tamil Nadu, Salem Main Road, Namakkal, Namakkal, Tamil Nadu - 637001","Namakkal","Tamil Nadu","637001","","","9659611433","8508212345","nklsales@goldenhyundai.com","gmsales@goldenhyundai.com",""
"Chandra Hyundai","74, Vani Villas, 18th Road, Race Course, Post, Ooty,, Ettins Road, Ooty, Tamil Nadu - 643001","Ooty","Tamil Nadu","643001","4232441645","","9500997213","9994500073","info@chandraauto.com","",""
"Ashva Hyundai","SF94/1-F-1-A & F-1-B, NH-45 Near Sengunam Road, Elambalur - Perambalur, Perambalur, Perambalur, Tamil Nadu - 621220","Perambalur","Tamil Nadu","621220","4328291457","","9750970125","9750970173","gmashva@gmail.com","",""
"Chandra Hyundai","No.133, Shanthi Hospital Complex, Palladam Road, Palladam Road, Pollachi, Tamil Nadu - 642001","Pollachi","Tamil Nadu","642001","","","9500997213","","info@chandraauto.com","",""
"KUN Hyundai","Cuddalore Main Road,Murungapakkam, Murungapakkam, Pondichery, Tamil Nadu - 605004","Pondichery","Tamil Nadu","605004","4132280731","","9894653170","9894663170","selva.kun@gmail.com","",""
"Golden Hyundai","151, Salem Bangalor Main Road, Thambbi Modern Spinning Mills Ltd. Compound Jagirammapalayam, Jagirammapalayam, Salem, Tamil Nadu - 636302","Salem","Tamil Nadu","636302","4272347777","","9865222577","8508212345","gmsales@goldenhyundai.com","",""
"LRN Hyundai","New Ward T Block, No 12 Kandampatti Byepass, Near RTO Office, Kandampatti, Salem, Tamil Nadu - 636005","Salem","Tamil Nadu","636005","4273094466","","7402312345","7402694466","salesmanager@lrnhyundai.com","",""
"Susee Hyundai","46-C, Srivilliputhur Road, Srivilliputhur Road, Sivakasi, Tamil Nadu - 626123","Sivakasi","Tamil Nadu","626123","4562220998","","9790000000","9950000000","suseehyundaisivakasi@gmail.com","",""
"Susee Hyundai","37/1B 1, Coutralam road, Tenkasi, Coutrallam Road, Tenkasi, Tamil Nadu - 627811","Tenkasi","Tamil Nadu","627811","","","9790010581","9944058333","suseehyundaism@gmail.com","",""
"Susee Hyundai","3-1-45/7, DKS, Valagam Cumbum Main Road Palanichettipatti, Theni Main Road, Theni, Tamil Nadu - 625531","Theni","Tamil Nadu","625531","4546265233","","8870944477","9952222000","suseehyundaism@gmail.com","",""
"Susee Hyundai","184/2, Trivandrum Road, Vannarpet, Tirunelveli, Tamil Nadu - 627003","Tirunelveli","Tamil Nadu","627003","4622500284","","9944458113","9944458117","suseehyundaitvl@gmail.com","",""
"Tirupur Hyundai","SF No: 313/3B, 313/4, Palladam Road, TKT Mill Bus Stop, Verapandi P.O., Palladam Road, Tiruppur, Tamil Nadu - 641605","Tiruppur","Tamil Nadu","641605","4213295000","","7867084802","7867084801","tirupurhyundai.sales@gmail.com","",""
"Jains Hyundai","No.55, TBN Building, Tindivanam Road, Tiruvannamalai, TN-606601, Tindivanam Road, Tiruvannamalai, Tamil Nadu - 606601","Tiruvannamalai","Tamil Nadu","606601","","","9940666150","8056122122","jhtvm@jainscar.com","smjh@jainscar.com",""
"Peeyesyem Hyundai","59/9, KUMARAPURAM,, Thiruchendur, Trichendur, Tamil Nadu - 628215","Trichendur","Tamil Nadu","628215","","","9962666228","","digitalmarketingchn@peeyesyemhyundai.in","",""
"G T Hyundai","No.1/FF-CA, Sanjay Arcade, Indian Bank Colony, Simco Meter Road, Tiruchirappalli, Trichy, Trichy, Tamil Nadu - 639002","Trichy","Tamil Nadu","639002","","","9361176690","","Gmgttrichy@gmail.com","",""
"Oxina Hyundai","NO 27 Dindigul Main Road, Dheeran Nagar Bus stop, Pirattiyur,, Pirattiyur, Trichy, Tamil Nadu - 620009","Trichy","Tamil Nadu","620009","4312763575","","7373703501","","oxinakarna@yahoo.in","",""
"Peeyesyem Hyundai","APC Mahalakshmi Women Collage, 4/47 B, Ettayapurm Road, Thoothukudi, TUTICORIN, Tuticorin, Tamil Nadu - 628002","Tuticorin","Tamil Nadu","628002","4612346061","","9962666228","70944 6406","digitalmarketingchn@peeyesyemhyundai.in","",""
"Tirupur Hyundai","SF No 12/328 Palapampati palani road, SV Mills PO Udumalpet, Udumalpet, Udumalpet, Tamil Nadu - 642128","Udumalpet","Tamil Nadu","642128","","","7867084804","9788802098","tirupurhyundai.sales@gmail.com","",""
"Susee Hyundai","No 5&6, Salvation Army Shopping Complex, Main Road, Valliyoor Main Road, Valliyoor, Tamil Nadu - 626005","Valliyoor","Tamil Nadu","626005","4637222124","","9944458114","9944058333","suseehyundaitvl@gmail.com","",""
"Jains Hyundai","108, Venkatapuram, New Vasoor Vellore, Venkatapuram, Vellore, Tamil Nadu - 632009","Vellore","Tamil Nadu","632009","","","9500466211","8056122122","salesjh@jainscar.com","smjh@jainscar.com",""
"VB SRS Hyundai","NO.27/4, Chennai Trunk Road, Villupuram, Villupuram, Tamil Nadu - 605602","Villupuram","Tamil Nadu","605602","","","9943508063","","info@vbsrs.com","sales@vbsrs.com",""
"Prakash Hyundai","Beside Govt Girls High School, NH-7 Road, Beside Girls High School, NH-7 Road, Adilabad, Telangana - 503230","Adilabad","Telangana","503230","8732236313","","9052114448","","hyundaiadilabad@gmail.com","",""
"Prakash Hyundai","NH-44,Near Thorlikonda'X'Road,Argul(V), Jakranpally (M), Jakranpally (M), Armoor, Telangana - 503224","Armoor","Telangana","503224","","","9052116512","9052048855","prakashyundaiarmoor@gmail.com","prakashhyundai@gmail.com",""
"Sasya Hyundai","22-3-274/13 Opp. E-Seva FCI Crossing Road NTPC Jyothinagar Godavarikhani -505209, Jyothinagar, Godavarikhani, Telangana - 505215","Godavarikhani","Telangana","505215","8728271353","","9550077311","","salesmanager@sasyamotor.comsm.hemakarimnagar@gmail.com","",""
"Fusion Hyundai","Plot no- 33, Opp:MMR Gardens, Old Bowenpally Check Post,Medchal Highway, Secunderabad.500011, Old Bowenpally, Hyderabad, Telangana - 500011","Hyderabad","Telangana","500011","4027772222","","9100900609","9100900614","sales@fusionhyundai.com","info@fusionhyundai.com",""
"KUN United Hyundai","H No-8-1-296/A,1 Sy No 335, Towlichoki Gachibwli Mani Road Shaikpet, Shaikpet, Hyderabad, Telangana - 500008","Hyderabad","Telangana","500008","4064521313","","9885188554","","customercare@kununited.com","",""
"Kun United Hyundai","Door No. 1-73/D/186, Gacchi bowli village, Serilinagampally Mandal, Ranga Reddy district, Gachi Bowli Main road, Hyderabad, Telangana - 500032","Hyderabad","Telangana","500032","402300617","","9885710028","","kunashok@gmail.com","",""
"KUN United Hyundai","Plot No.285, Opp: Kushaiguda Vegetable Market, ECIL X Roads,, ECIL, Hyderabad, Telangana - 500049","Hyderabad","Telangana","500049","4040315555","4040315500","9885710028","","customercare@kununited.com","",""
"KUN United Hyundai","Plot No.2-41/2/A, Pavan Priyanka Plaza, Beside Hotel Swagath DeRoyal, Kondapur, Hitechcity, Hitech City Kondapur, Hyderabad, Telangana - 500004","Hyderabad","Telangana","500004","4043444344","","9885271365","","customercare@kununited.com","",""
"Kun United Hyundai","H No. - 11-4-649, AC Guards, Lakdi-ka-Phool, Lakdi-ka-Pul, Hyderabad, Telangana - 500004","Hyderabad","Telangana","500004","4044351111","","9985066355","","customercare@kununited.com","",""
"Lakshmi Hyundai","3-5-436/437/438, Naspur House Himayatnagar - 500029, Himayatnagar, Hyderabad, Telangana - 500082","Hyderabad","Telangana","500082","4066629191","4066629192","8886628123","","lakshmi.hyundai@gmail.com","",""
"Lakshmi Hyundai","5/5/331/1/B, Beside Police Station, LB Nagar, LB Nagar, Hyderabad, Telangana - 500074","Hyderabad","Telangana","500074","4027671190","4024024850","","","shariff.shaik4@gmail.com","smlbn@lakshmigroup.co.in",""
"Lakshmi Hyundai","SRIJAYALAKSHMI AUTO MOTIVES PVT LTD,OOF NO-06,UPPER GROUND FLOOR, MANJEERA TRINITY CORPORATE,KPHB,KUKATPALLY,BALNAGAR MANDAL,RR DIST,TELANGANA, Kukatpally, Hyderabad, Telangana - 500072","Hyderabad","Telangana","500072","04027671190","0406462646","8096666227","","lakshmi.hyundai@gmail.com","ceo@lakshmigroup.co.in",""
"Lakshmi Hyundai","#16- 2-705/A, Rice Mill Centre, Vaishnavi Plaza, Malakpet -500036, Malakpet, Hyderabad, Telangana - 500074","Hyderabad","Telangana","500074","4024551803","4024551804","8886663595","","lakshmihyundai.mkpt@gmail.com","",""
"Lakshmi Hyundai","Survey No.105/106, Sathyanarayana Enclave, Madinaguda, Miyapur -500050, Miyapur, Hyderabad, Telangana - 500049","Hyderabad","Telangana","500049","4023043792","4023043793","8096666287","","lakshmihyundai.mad@gmail.com","",""
"Talwar Hyundai","# 160 (44/45) Patny plaza, S.P Road Begumpet - Secunderabad - 500003., Begumpet, Hyderabad, Telangana - 500003","Hyderabad","Telangana","500003","4044561000","","9010929292","9010707070","Sales.sproad@talwarhyundai.com","",""
"Talwar Hyundai","CG 6 DIVINE, HNO.8-2-685/P2&P3, Banjara Hills, Road No.12,, Banjara Hills, Hyderabad, Telangana - 500034","Hyderabad","Telangana","500034","04023547070","","9100677716","9010707070","dso@talwarhyundai.in","",""
"Talwar Hyundai","8-3-164/C,8-3-164/C/G,8-3-164/C/H, Situated at Bhaloolkhan Guda, Erragadda, Hyderabad, Telangana - 500018","Hyderabad","Telangana","500018","04023719000","","9010919191","9010707070","saless5234@talwarhyundai.in","",""
"Talwar Hyundai","House no 8/2/293/82/A/701/AND 701 II, Plot no 701 and 701 II, Road No 36, Jubilee Hills -500034, Jubilee hills, Hyderabad, Telangana - 500034","Hyderabad","Telangana","500034","4023602222","","7993909090","9010707070","saless5227@talwarhyundai.in","",""
"Hema Hyundai","H.NO6-2-78/2,Hyderabad Main Road, Near Bawarchi Hotel,Indian Overseas Bank, Hyderabad Road, Jangoan, Telangana - 606157","Jangoan","Telangana","606157","","","9701288299","9701288299","hemahyundai2005@rediffmail.com","",""
"Prakash Hyundai","opp. SBI Road NH -7,kamareddy, Opposite SBI Road, Kamareddy, Telangana - 503120","Kamareddy","Telangana","503120","8468220303","","9052110606","","prakashyundaikmr@gmail.com","",""
"Sasya Hyundai","H.NO, 8-5-379, Sy.No.416, Kothi Rampur, Hyderabad Road- 505001, Kothi Rampur Hyd Bypass road, Karimnagar, Telangana - 505001","Karimnagar","Telangana","505001","8782242494","","9550077566","","salesmanager@sasyamotor.com","sm.hemakarimnagar@gmail.com",""
"Bharat Hyundai","#3-213/A,Near Sri sri Statue, Rotary nagar, Khamamm, Velugumatla Village, Khammam, Telangana - 507002","Khammam","Telangana","507002","8742246246","","7680905905","","bmcsales@bharatgroupe.com","bmccrm@bharatgroupe.com",""
"Sansai Hyundai","Survey No.42/3A/4/1, Komarabanda Village, Kodad, Komarabanda Village, Kodad, Telangana - 508206","Kodad","Telangana","508206","","","7389400313","","sansaihyundai@gmail.com","",""
"Bharat Hyundai","#3-1-184,SS complex, Main road, Vidya nagar colony, Near Chunchupalli Grama Panchayat Office, Vidya Nagar, Kothagudem, Telangana - 507101","Kothagudem","Telangana","507101","8742247247","","7680905905","","bmcsales@bharatgroupe.combmccrm@bharatgroupe.com","",""
"Hema Hyundai","Survey No 38/A, Opp Sonalika Tractor Showroom, Narsampet By Pass Road, Mahabubabad, Mahabubabad, Mahabubabad , Telangana - 506101","Mahabubabad ","Telangana","506101","","","9701733655","9701733655","hemahyundai2005@rediffmail.com","",""
"Pride Hyundai","# 4-9/1 APPANNAPALLY (Vill) HYD MAIN ROAD, MAHABUBNAGAR. 509001, Appannapally, Mahbubnagar, Telangana - 509001","Mahbubnagar","Telangana","509001","","","7799770717","7660022382","pridehyundaimbnr@gmail.com","",""
"Fusion Hyundai","#3-9-137/B, Survey No 1307 &1309, Near Waddera Kak School, Medak, Medak, Medak, Telangana - 502110","Medak","Telangana","502110","","","9550072535","","ratna.rv@gmail.com","",""
"Sasya Hyundai","H/No-3-140/A, NH63, Arapet Village,Metpally Monndal,Jagtiyal Distt, Metpally, Metpally, Telangana - 505325","Metpally","Telangana","505325","","","9849745558","","salesmanager@sasyamotor.com","sm.hemakarimnagar@gmail.com",""
"Trend Hyundai","SY. NO. 41, PLOT NO. 6,7,8,9 UYYALAWADA ROAD,, KURNOOL, Nagarkurnool, Telangana - 509209","Nagarkurnool","Telangana","509209","","","7799770717","","pridehyundaimbnr@gmail.com","",""
"Sansai Hyundai","Sy.no. 943/A Ramachandragudem, Beside MINA College Arch, Miryalguda, Miryalguda, Nalgonda, Telangana - 508207","Nalgonda","Telangana","508207","","","9160079996","","sansaimlgrso@gmail.com","",""
"Sansai Hyundai","Sansai Hyundai(a unit of Sansai Motors Pvt Ltd),Addanki Bypass road,Opp:AndhraJyothi Office,Arjalabavi,Nalgonda - 508001, Addanki bye pass road, Nalgonda, Telangana - 508001","Nalgonda","Telangana","508001","","","9160079990","9160079990","sansaihyundai@gmail.com","",""
"Prakash Hyundai","Sy. No. 457/1 to 3 NH 44, Nirmal, Yellapally Shivar, Nirmal, Shivar, Nirmal, Telangana - 504106","Nirmal","Telangana","504106","","","9999999999","","Nirmal@prakashhyundai.com","",""
"Prakash Hyundai","Plot No-1-7, Pangra (B), Hyderabad Road, Hyderabad Road, Nizamabad, Telangana - 553104","Nizamabad","Telangana","553104","8462234509","","9052048855","","prakashyundai@gmail.com","",""
"Lakshmi Hyundai","Survey No:123/AA1,Village Cothireddypally,Sangareddy Mandal, Medak Dist-502295, Pothireddypally Cross Road, Sangareddy, Telangana - 502001","Sangareddy","Telangana","502001","","","9247060070","8886653378","lakshmihyundai.srd@gmail.com","",""
"Bharat Hyundai","1-1F, Near JVR Park, Main Road Sathupali, Sathupalli, Telangana - 507303","Sathupalli","Telangana","507303","null99999999","","7032144144","","bmcsales@bharatgroupe.com","",""
"Fusion Hyundai","13-27/C, Check Post Right Side, Majidpur Road, Medchal, Medchal, Secunderabad, Telangana - 501401","Secunderabad","Telangana","501401","","","9100903327","","salesmanager@fusionhyundai.com","",""
"Saboo Hyundai","12-8-452/453/5, Modi Compound Opp. Rail Kalyan,, Mettuguda, Secunderabad, Telangana - 500017","Secunderabad","Telangana","500017","","","9348044444","9063044444","mdsdesk@saboo.in","gmsales@saboo.in",""
"Sansai Hyundai","Sansai Hyundai(a unit of Sansai Motors Pvt Ltd),Opp:Telephone tower,Khammam""X"" Road,Vijayawada Highway,Suryapet - 508213, Telephone Tower, Suryapet, Telangana - 508213","Suryapet","Telangana","508213","","","9160223452","9160079990","sansaihyundai@gmail.com","",""
"Hema Hyundai","H.No: 3-16-299/2, Opp: Govt. ITI, Beside Petrol Bunk, Mulugu Road, Warangal - 506 001, Mulugu Road Junction, Warrangal, Telangana - 506002","Warrangal","Telangana","506002","","","8008204442","8008204442","hemahyundai2005@rediffmail.com","",""
"Panna Hyundai","NH44, A.A. Road, Chanpur, A.A. Road, Chanpur, Agartala, Tripura - 799006","Agartala","Tripura","799006","3812559032","","9862033517","","pannahyundai18@yahoo.in","",""
"Panna Hyundai","Padmapur, Dharmanagr North Tripura, Padmapur, Dharmanagar , Tripura - 499250","Dharmanagar ","Tripura","499250","","","8257921936","","urs.arnab@gmail.com","",""
"Arvind Hyundai","2-3, Prakash Enclave, Bye Pass Road, Prakash Enclave, Agra, Uttar Pradesh - 282005","Agra","Uttar Pradesh","282005","","","9897790721","9897790709","Sales@arvindhyundai.com","",""
"Kalyan Hyundai","Bye Pass Road, Near New Sabzi Mandi, Sikandra, Sikandra, Agra, Uttar Pradesh - 282007","Agra","Uttar Pradesh","282007","","","7055708068","7055708069","saleshyundai@kalyanvehicles.com","",""
"NRL Hyundai","F-5, Professor Colony, Kamla Nagar, Bye Pass Road, Bye Pass Rd., Agra, Uttar Pradesh - 282004","Agra","Uttar Pradesh","282004","5624008123","","8171901856","","siddhantgarg.mech@gmail.com","",""
"Shivang Hyundai","Village Bhikampur, Bhukrawali 6th KM G.T. Road, GT Rd., Aligarh, Uttar Pradesh - 202001","Aligarh","Uttar Pradesh","202001","5712222200","","7055012345","7055020011","sales@shivaauto.net","",""
"Dee Hyundai","4, Sardar Patel Marg , Civil Lines, Civil Lines, Allahabad, Uttar Pradesh - 211001","Allahabad","Uttar Pradesh","211001","","","7607000531","7607000223","deehyundai@rediffmail.com","",""
"G P Hyundai","11/13 Tashkent Marg, Civil Lines, Civil Lines, Allahabad, Uttar Pradesh - 211001","Allahabad","Uttar Pradesh","211001","","","7510000976","7570005401","gp.hyundai@hotmail.com","",""
"Arjun Vasu Hyundai","Joya Road Amroha, Joya Rd., Amroha, Uttar Pradesh - 244221","Amroha","Uttar Pradesh","244221","","","9917486333","9837003443","vinaymohan2006@rediffmail.com","",""
"Rajendra Hyundai","Kakahutu Bamba, Dibiyapur road,, Auraiya, Auraiya, Uttar Pradesh - 206122","Auraiya","Uttar Pradesh","206122","","","8650501210","8650501210","rawplhyundai@gmail.com","",""
"Shiva Hyundai","Varanasi Road Azamgarh, Varanasi Rd., Azamgarh, Uttar Pradesh - 276207","Azamgarh","Uttar Pradesh","276207","5462260068","","8601879928","9415209312","hyundai.shivaautowheels@gmail.com","",""
"Balajee Hyundai","Maharaja Agrasen Chowk, Agrasen Chawk, Baharaich, Uttar Pradesh - 271801","Baharaich","Uttar Pradesh","271801","","","8601872057","9554114444","balajee.hyundai@gmail.com","",""
"Shiva Hyundai","Near Krishna Takij, Baheri, Rajdhani Road, Baheri, Ballia, Uttar Pradesh - 277001","Ballia","Uttar Pradesh","277001","","","8601879924","9415209312","hyundai.shivaautowheels@gmail.com","",""
"Beeaar Hyundai","Near Balrampur Sugar Mill, Bishnipur, Gonda Road, Bishnipur, Balrampur, Uttar Pradesh, Bishnipur, Balrampur, Uttar Pradesh - 271201","Balrampur","Uttar Pradesh","271201","","","7878588586","","balrampur@beeaar.com","",""
"Natraj Hyundai","Kalu Kuwan, Near Tindwari Road, KaluKuwan, Banda, Uttar Pradesh - 210001","Banda","Uttar Pradesh","210001","","","8808196030","9415113515","natrajmobiles@gmail.com","",""
"JSV Hyundai","Near Gandhi Ashram, Faizabad Road, Gandhi Ashram, Barabanki, Uttar Pradesh - 225001","Barabanki","Uttar Pradesh","225001","5224003483","","","","sales@jsvhyundai.com","",""
"M R Hyundai","Main Delhi Saharanpur Road, Near Kanta Prasad B.ED College, J.P. Public School Baraut, Baraut, Baraut, Baraut, Uttar Pradesh - 250611","Baraut","Uttar Pradesh","250611","","","8650507050","8650507052","mrhyundai3230@gmail.com","",""
"A K C Hyundai","Auto Mall, Parsakhera, Rampur Road, Rampur Rd, Bareilly, Uttar Pradesh - 243503","Bareilly","Uttar Pradesh","243503","","","8392927802","9235632632","management@akcworld.co.in","",""
"A K C Hyundai","35-A/8, Rampur Garden, Opp. Prabha Takies /  PARSAKHERA IND. AREA, Parsakhera, Bareilly, Uttar Pradesh - 243001","Bareilly","Uttar Pradesh","243001","5812557334","","8392927892","9235632632","management@akcworld.co.in","",""
"Sachin Hyundai","4th milestone, Rampur Road, C.B.Ganj, CB Ganj, Bareilly, Uttar Pradesh - 243503","Bareilly","Uttar Pradesh","243503","","","9069143063","9837046339","pushpendrasingh.sachinhyundai@gmal.com","",""
"Venkatesh Hyundai","Rajpura Chaouraha, By pass road, Bhadohi, Rajpura, Bhadohi, Uttar Pradesh - 221401","Bhadohi","Uttar Pradesh","221401","","","7752802166","8756046666","venkateshhyundai@autowheelsjaunpur.com","",""
"Chaudhary Hyundai","Vidur Kuti Road Opp. D.A.V College, Vidur Kuti Rd., Bijnor, Uttar Pradesh - 246701","Bijnor","Uttar Pradesh","246701","1342266222","","9927004771","","saleschaudharyhyundai@gmail.com","",""
"Chaudhary Hyundai","Kalagarh Road, Dhampur, Bijnour, Kalagrah Rd., Bijnor, Uttar Pradesh - 246761","Bijnor","Uttar Pradesh","246761","","","9927004771","","saleschaudharyhyundai@gmail.com","",""
"Sachin Hyundai","Data Ganj Tiraha Near Ambedkar Chattravas, Dataganj tiraha, Budaun, Uttar Pradesh - 243601","Budaun","Uttar Pradesh","243601","","","9837091500","9837046339","sachinhyundaisalesbly@gmail.com","",""
"Fortune Hyundai","Khasra No.: 571, Bhoor Crossing, Delhi Road, Akbapur, Bulandshahar, Uttar Pradesh - 203001","Bulandshahar","Uttar Pradesh","203001","5732233905","","8272072034","8272072023","bsr@fortunehyundai.com","",""
"Shiel Hyundai","Village Asroli, Etah, Village Asroli, Etah, Uttar Pradesh - 282005","Etah","Uttar Pradesh","282005","","","9045600014","9897700007","ansarhyundai@gmail.com","",""
"Rajendra Hyundai","886 -Takiya Azad Gaan,, Etawah, Uttar Pradesh - 206001","Etawah","Uttar Pradesh","206001","5688253636","","7617587022","8650501203","rawplhyundai@gmail.com","",""
"Geeta Hyundai","Mirzapur, Lucknow Road Faizabad, Mirzapur, Faizabad, Uttar Pradesh - 224001","Faizabad","Uttar Pradesh","224001","","","9918300841","9839331000","geetaautosales@gmail.com","",""
"Tirupati Hyundai","Aloo mandi road, Shyam nagar ( Opp Deep motors), Shyam Nager, Farrukhabad, Uttar Pradesh - 209625","Farrukhabad","Uttar Pradesh","209625","","","9793002292","9956717171","tslhyundai1@gmail.com","",""
"Khanna Hyundai","332/664, Civil Lines Pathtahr Kata Charaha Fetehpur, Civil Lines, Fatehpur, Uttar Pradesh - 212601","Fatehpur","Uttar Pradesh","212601","","","7706000030","8948222274","care@khannahyundai.com","",""
"Rajendra Hyundai","St. Jons Chauraha, Nagla Bhau, NH-2 Agra road, Firozabad, Firozabad, Uttar Pradesh - 283203","Firozabad","Uttar Pradesh","283203","","","8650501204","8650501204","rawplhyundai@gmail.com","rajendrahyundaifzd83@gmail.com",""
"Shiva Hyundai","Hetimpur, Maharajganj, Maharajganj, Gazipur, Uttar Pradesh - 233001","Gazipur","Uttar Pradesh","233001","","","8601879935","9475209312","hyundai.shivaautowheels@gmail.com","",""
"Dream Hyundai","Plot No.: - A3, Meerut Road, Near Sihani Chungi, Near Sihani Chungi, Ghaziabad, Uttar Pradesh - 201003","Ghaziabad","Uttar Pradesh","201003","01204377960","","9560795307","0956079530","sales@dreamhyundai.in","customercare@dreamhyundai.in",""
"M R Hyundai","Loni Road, Pasonda, Opp. Shalimar Garden, Sahibabad,, Opp. Shalimar Garden, Ghaziabad, Uttar Pradesh - 201010","Ghaziabad","Uttar Pradesh","201010","","","8447759039","","gm_mrservice@yahoo.in","crm_mrservice@yahoo.com",""
"Pawan Hyundai","C-147/1, Site - 1, Bulundsheher Road, Industrial Area, Bulundsheher Road, Ghaziabad, Uttar Pradesh - 201002","Ghaziabad","Uttar Pradesh","201002","1204096900","1204096901","8800095784","8800095777","pawanhyundai@gmail.com","shogarg@gmail.com",""
"Shine Hyundai","Lal Kua, Near Silver City Mall , Ghaziabad, Ghaziabad, Ghaziabad, Uttar Pradesh - 201001","Ghaziabad","Uttar Pradesh","201001","1202866033","1202866099","7065513941","","clmlmotors@gmail.com","gmsales@shinehyundai.in",""
"Geeta Hyundai","Circular Road, Infrontof IMA Building Gonda, Circular Rd., Gonda, Uttar Pradesh - 271002","Gonda","Uttar Pradesh","271002","","","9918300387","9839331000","geetaautosales@gmail.com","",""
"Beeaar Hyundai","Shahi Niwas, 33, Kasia Road, Padleyganj, Padleyganj, Gorakhpur, Uttar Pradesh - 273001","Gorakhpur","Uttar Pradesh","273001","5512200877","","","","medallionauto@gmail.com","",""
"MB Hyundai","Plot NO 623-624 Gulahriya Bazar, Maharajgang Road, Gorakhpur, Maharajganj Rd., Gorakhpur, Uttar Pradesh - 273004","Gorakhpur","Uttar Pradesh","273004","","","8127166666","9935597604","ceo@mbhyundai.in","",""
"Fortune Hyundai","D-74, Site - IV, UPSIDC Site, Greater Noida, Greater Noida, Greater Noida, Uttar Pradesh - 201308","Greater Noida","Uttar Pradesh","201308","1204667000","","7878477000","","sales@fortunehyundai.com","",""
"Hapur Hyundai","Khasra No - 713, Opposite Transport Nagar, Village Accheja, Delhi-Garh Road,, Hapur, Hapur, Uttar Pradesh - 245101","Hapur","Uttar Pradesh","245101","","","7895306666","7895306666","sales@hapurhyundai.com","",""
"Balajee Hyundai","Nanak Ganj, Lucknow Road - Hardoi, Nanak Ganj, Hardoi, Uttar Pradesh - 241001","Hardoi","Uttar Pradesh","241001","5852222236","","9554114444","","balajee.hyundai@gmail.com","",""
"Shiel Hyundai","Near ICICI Bank, 5/4 Awas Vikas Colony, Agra Road, Awas Vikas, Hathras, Uttar Pradesh - 204101","Hathras","Uttar Pradesh","204101","","","9045600014","9475209312","shielhyundai@gmail.com","",""
"SAS Hyundai","Indl. Area, Opp UPSIDC, Gate no 4, Jagdishpur, Opp UPSIDC, Jagdishpur, Uttar Pradesh - 227817","Jagdishpur","Uttar Pradesh","227817","","","8318836182","","gunjitkalra@sashyundai.com","ccm@sashyundai.com",""
"Venkatesh Hyundai","Vishesharpur Panchatiya - Jaunpur, Vishesharpur Panchatiya, Jaunpur, Uttar Pradesh - 222001","Jaunpur","Uttar Pradesh","222001","5452262620","","7607003770","8756046666","venkateshhyundai@autowheelsjaunpur.com","",""
"Natraj Hyundai","Kanpur Road,Goramachhiya, Jhansi, Goramachhiya, Jhansi, Uttar Pradesh - 284121","Jhansi","Uttar Pradesh","284121","5102443838","","9838157186","9415113515","natrajmobiles@gmail.com","",""
"Natraj Hyundai","Station Road, Civil Lines, Station Road, Jhansi, Uttar Pradesh - 284001","Jhansi","Uttar Pradesh","284001","","","9415113515","","natarajmobiles@gmail.com","",""
"Tirupati Hyundai","Auto Centre G.T. Road, Makrand Nagar, Kannauj, Makrand Ngr, Kannauj, Uttar Pradesh - 209726","Kannauj","Uttar Pradesh","209726","","","7607770848","9956717171","tslhyundai1@gmail.com","",""
