"Dealer Name","Address","City","State","Pincode","Contact"
"AGARWAL AUTO SALES","URMAURA, PIPRI ROAD, ROBERTSGA","Sonbhadra","Uttar Pradesh","231216","9838118800"
"SNOWVIEW AUTOMOBILES PVT. LTD.","J.D COMPLEX, NEAR ACC PARK","Rohru","","",""
"LOHCHAB MOTOR COMPANY PVT. LTD.","ROHTAK TOWER, DELHI BYE-PASS","Rohtak","Haryana","124001","8059888886"
"ICONIC AUTOMOBILES","VILLAGE YIBUK","Roing","","",""
"MIGHTY AUTOWHEELS PVT LTD","MAKHANPUR NEAR AXIS BANK CHHUTMALPUR ROAD NH-73","Haridwar","Uttarakhand","247661","7055009840"
"KRISHNA AUTOMOTIVE","PLOT NO. BL/8, S.REVENUE PLOT NO. 494(P) INDUSTRIAL ESTATE, KALUNGA, PS BRAHMANITARANGA","Sundergarh","Odisha","770031","8763375300"
"KRISHNA AUTOMOTIVE","PLOT NO- BL/8, REVENUE PLOT NO- 494, KALUNGA INDL ESTATE, BELDIHI, ROURKELA","Sundergarh","Odisha","770031",""
"DEHRADUN PREMIER MOTORS PVT. LTD.","NEAR GURUDWARA NAGRASU, DISTT RUDRAPRAYAG","Rudraprayag","","",""
"RAJ MOTORS","VILL. N PO.CHHOTI GANDHON , NH-21","Rupnagar","Punjab","140001","7696090180"
"BIKANER MOTORS PVT. LTD.","HISAR CIRCLE, TARANAGAR ROAD, RAJGARH (SADULPUR)","Sadulpur","","",""
"STAR AUTOMOBILES","MAKRONIA, BAMORA DIST. SAGAR","Sagar","Madhya Pradesh","470002","9425886036"
"TIRUPATI VEHICLES PVT. LTD.","DELHI ROAD, NEAR MEDIGRAM, CHUNETI GADA","Ballia","Uttar Pradesh","277001","9837888925"
"SKS AUTOMOBILES","2/152, OMALUR MAIN ROAD, MAMANGAM POST, JAGIR REDDIYAPATY","Krishnagiri","Tamil Nadu","635109","9940931555"
"SRI LAKSHMI AUTOMOBILES WORLD","49/7, AMANI KONDALAMPATTI, NEAR RATION SHOP, KATTUR","Krishnagiri","Tamil Nadu","635109",""
"ADITYA MOTORS","AT- LUNAHAR, P.O./P.S. SALIPUR","Salipur","","",""
"CORNERSTONE AUTOMOBILES","SAMNAPUR ROAD NEAR PUNE BYPASS INFRONT OF SHIRODE TRACTORS SAMNAPUR","Ahmed Nagar","Maharashtra","422605","9607846846"
"SAHYADRI MOTORS PVT LTD.","PLOT NO. 81/82, SHIVAJI HSG SOC, MADHAVNAGAR ROAD","Sangli","Maharashtra","416406","8605013820"
"GANDHI MOTORS","SANGOLA-MIRAJ HIGHWAY","Sangola","","",""
"RAJ VEHICLES PVT. LTD.","MEHLAN ROAD","Sangrur","Punjab","148001","9914141180"
"RALAS MOTORS","/","Saraipali","","",""
"SUN SHINE AUTOS PVT. LTD.","NH-2, BUDHAN MORE, SIKARIA","Sasaram","","",""
"JITENDRA MOTORS PVT. LTD.","9/10/11,KRISHI UTTPAN BAZAAR SAMITEE, MARKET YARD, NEW SHOPPING CENTRE, MALEGAON ROAD","Satana","","",""
"SAHYADRI MOTORS PVT LTD.","SATRA MIDC, PLOT NO. A-22, OPP. IDBI BANK LTD","Satara","Maharashtra","415004","9422609486"
"C. I. AUTOMOTORS PVT. LTD.","SEKHDAKHEDI ROAD, NEAR UNION BANK","Sehore","","",""
"BHAGAWATI INDIA MOTORIZER PVT. LTD","VILLAGE JAMUI, BURHAR ROAD, TEHSIL SOHAGPUR","Shahdol","Madhya Pradesh","484771","9329289892"
"DUA CARS N MOTORS (INDIA) PVT. LTD.","OPP NAVE TECHNIAL INSTITUE (N.T.I),LODHI PUR","Shahjahanpur","Uttar Pradesh","242001","8601872369"
"RATHI MOTORS (SHUJALPUR) PVT LTD","INFRONT OF RUCHI J OIL LTD.,SH-41,AKODIA ROAD","Shajapur","Madhya Pradesh","465333","9109107536"
"RATHI MOTORS (SHUJALPUR) PVT LTD","AB ROAD, SHAJAPUR, OPP.OF RUCHI SOYA INDUSTRIES, AKODIA ROAD","Shajapur","Madhya Pradesh","465333","9425000767"
"A 2 Z AUTO WHEELS PVT.LTD.","KARANA PANIPAT ROAD","Shamli","","",""
"KAMLESH AUTOWHEELS PVT. LTD.","AVANTI NAGAR, MAINPURI ROAD","Shikohabad","","",""
"STANLEY ROY CONSTRUCTION COMPANY","G. S. ROAD, MAWLAI","East Khasi Hills","Meghalaya","793017","9538072269"
"SYRPAI AUTOMOTIVE","MAWIONG RIM, MAWALASHILLONG","East Khasi Hills","Meghalaya","793017","7005997209"
"SNOWVIEW AUTOMOBILES PVT. LTD.","OPP. GOVT. PRESS, MAIN HIGHWAY","Shimla","Himachal Pradesh","171005","9218599632"
"MAHANTH MOTORS","NEAR ALKOLA CIRCLE, SAGAR ROAD","Shimoga","Karnataka","577204","8861452525"
"UNNATI MOTORS","MALTAN FATA, NR. MAHAGANPATI TRADERS, NAGAR PUNE HIGHWAY","Shirur","","",""
"ROYAL AUTOMOBILES PVT. LTD.","NEAR KATHA MILL, A.B.ROAD","Shivpuri","Madhya Pradesh","473551","9713412166"
"GEHLOT MOTORS PVT. LTD.","DEVIPURA, JAIPUR ROAD","Sikar","Rajasthan","332001","9828813375"
"KHOKAN MOTOR WORKS PVT LTD","N. H. 31, PARIVAHAN NAGAR, MATIGARA","Darjiling","West Bengal","734010","9800377899"
"SONA WHEELS PRIVATE LIMITED","3RD MILE, SEVOKE ROAD","Darjiling","West Bengal","734010","9641481306"
"BHAGAWATI FRONTLINE MOTORIZER PVT.","VILLAGE-PODNI NOGAI, SIDHI ROAD","Sidhi","Madhya Pradesh","486886","7909901273"
"UNITED AUTOMOBILES","NEAR KAMASIN CROSSING, GHULAMI","Kaushambi","Uttar Pradesh","212207","9956734444"
"K. S. AUTOMOBILES PVT. LTD.","SHIVGANJ ROAD,OPP AMBIKA HOTEL","Sirohi","Rajasthan","307001","7727083939"
"GARG MOTORS","9TH MILESTONE, HISSAR ROAD","Sirsa","Haryana","125055","9215449085"
"SHASHANK AUTO PVT. LTD.","BAJITPUR, MUZAFFARPUR - SITAMARHI ROAD, NEAR POLICE LINE","Sitamarhi","","",""
"MOSARAM ENTERPRISES LIMITED","JAMAIYATPUR, SITAPUR-LUCKNOW HIGHWAY","Sitapur","Uttar Pradesh","261001","7408425122"
"KUMAR AUTOWHEELS PVT. LTD.","MAHARANA PRATAP CHOWK, SIDKUL ROAD, OPPOSITE SRI HARI HOTEL","Udham Singh Nagar","Uttarakhand","262405","8449904477"
"R. D. AUTOMOBILES","STATION CHARIALI, OPP. NEMCHAND MANIKCHAND PETROL PUMP","Sivasagar","","785460","7002070433"
"SIWAN TRACTORS PVT. LTD.","PURANI QUILA MORE BABUNIA ROAD","Siwan","Bihar","841226","7763806286"
"SNOWVIEW AUTOMOBILES PVT. LTD.","SOLAN KUMARHATTI BY PASS, VILL","Solan","Himachal Pradesh","173212","9218599661"
"AGARWAL AUTO SALES","BINA ROAD, AURIMORE","Sonbhadra","","",""
"PRESIDENT MOTORS","CHORLYA TOWNSHIP, MH8, VYARA-SONGADH ROAD","Songadh","","",""
"P. P. AUTOMOTIVE PVT LTD","PLOT NO. 41/2 OPP. H P PETROL PUMP, BAHALGARH ROAD","Sonipat","Haryana","131001","9812433342"
"P. P. AUTOMOTIVE PVT LTD","AMR MALL, G.T. ROAD NH-1, KUNDLI","Sonipat","Haryana","131001",""
"HIMALAYAN MOTORS","NH SANGRAMA BYE PASS","Sopore","","",""
"V. D. MOTORS PVT. LTD.","SURATGARH ROAD, SRIGANGANAGAR","Ganganagar","Rajasthan","335001","9414093078"
"GEHLOT MOTORS PVT. LTD.","JALPALI MOD SRIMADHOPUR","Srimadhopur","","",""
"DEHRADUN PREMIER MOTORS PVT. LTD.","BHATT COMPLEX, BADRINATH ROAD, UFFALDA","Dehradun","Uttarakhand","249201","9917171122"
"MINERVA AUTOMOBILES PVT. LTD.","BLOCK CHAWK, BALANGIR ROAD, PO/PS/DIST- SUBARNAPUR","Subarnapur","","",""
"NARAIN AUTOMOBILES","NEAR NARAYAN DHARAM KANTA, SULTANPUR ROAD","Lucknow","Uttar Pradesh","226501","7705023855"
"MEET ASSOCIATES PVT. LTD.","VPO AMHAT, LUCKNOW ROAD","Sultanpur","Uttar Pradesh","228001","7408419008"
"SNOWVIEW AUTOMOBILES PVT. LTD.","MOHAN VILLA VILL SYAR, PO DARLAGHAT, NH-205, SUB TEH. DARLAGHAT","Suni","","",""
"BRAJESH AUTOMOBILES","GAURAVGADH CHOWK,PIPRA ROAD NEAR GANGA PETROL PUMP","Supaul","","",""
"GEHLOT MOTORS PVT. LTD.","CHIRAWA- SURAJ GARH ROAD , P.O SHYALU TEH. SURAJ GARH","Surajgarh","","",""
"PRESIDENT MOTORS","UMAYANAGAR SOCIETY, NEAR JOGANIYA MATA MANDIR, UDHNA ROAD","Surat","Gujarat","394210","9099978812"
"PRESIDENT MOTORS","G1, GROUND FLOOR, SNS SYNERGY, OPP. CENTRAL MALL, SURAT DUMAS ROAD","Surat","Gujarat","394210","7211144293"
"SHITAL MOTORS PVT. LTD.","OPP. PEOPLE BANK, NR MEGHADEV, WADVAN RD","Surendranagar","","",""
"STAR INDIA AGENCIES PVT LTD","RATNALI OPPOSITE HP GAS GODOWN MECHEDA TAMLUK HIGHWAY","East Midnapore","West Bengal","721636","9800770289"
"ICONIC AUTOMOBILES","NEHRU MARKET, NEAR CANARA BANK, PO/PS-TAWANG","Tawang","","",""
"PIONEER AUTOWORLD (GUNTUR) P.LTD","OPPOSITE IOCL PETROL PUMP, NEAR JMJ COLLEGE, GUNTUR ROAD, SULTHANABAD","Tenali","","",""
"ASHOK MOTORS","BORGANG, DIST-BISWANATH","Sonitpur","Assam","784001","8638054534"
"SALASAR AUTOCRAFTS PVT. LTD.","PARASNATH GALAXY A , SURVEY NO. 47, HISSA NO.4, KASARWADAVLI, GHODBANDER ROAD","Thane","Maharashtra","400615","7045349705"
"PP SYSTEM AND SERVICES","VILL. KHANPUR KOLIAN, NEAR GLOBE TOYOTA, KURUKSHETRA HARYANA","Thanesar","","",""
"SRI ARN MOTORS","2C, MELAVASTHATHAVADI, PUDUKOTTAI ROAD","Thanjavur","Tamil Nadu","613403","7373743969"
"SKS AUTOMOBILES","105A/1, PALLIPALAYAM MAIN ROAD, RAJA GOUNDAM PLAYAM, THIRUCHENCODE","Tiruchengode","","636209","7708822238"
"SLEEBA AND SONS AUTOMOTIVE PVT. LTD.","KV/1/1711, VAZHAYILLA, PEROORKADA, THIRUVANATHAPURAM","Thiruvananthapuram","Kerala","695005","7994452059"
"T V SUNDRAM IYENGAR AND SONS (P)LTD","NEERAMANKARA, KAIMANAM.P.O","Thiruvananthapuram","Kerala","695005","9061059769"
"ERAM MOTORS PVT. LTD.","KUTTANALLOUR PO, NH 47, PASS RD","Thrissur","Kerala","680014","9388396044"
"ADITYA MOTORS","AT PO-BIDHARPUR, NAUPATNA, VIA TIGIRIA","Tigiria","","",""
"STAR AUTOMOBILES","INFRONT OF SHANIDEV TEMPLE,BESIDES OF SHUSHMA FILLING STATION MAMON","Chhatarpur","Madhya Pradesh","472001","7974206390"
"ASSAM MOTORS","HIJGURI GATE NO.1, A.T.ROAD","Tinsukia","Assam","786125","9706009817"
"SHIVA AUTOMOBILES PVT. LTD.","4, BYE PASS ROAD, 5 - TOLLGATE, JAMAL MOHAMED COLLEGE POST","Tiruchirappalli","Tamil Nadu","620020","9790056708"
"SHIVA AUTOMOBILES PVT. LTD.","26-A,DINDUGUL MAIN ROAD, PRATTIYUR (NEAR DEERAN NAGAR)","Tiruchirappalli","Tamil Nadu","620020","7373064077"
"SHIVA AUTOMOBILES PVT. LTD.","ERUTHUKARANPATTI BYE PASS ROAD,OPPOSITE REDHANYA KALYANA MANDAPAM","Tiruchirappalli","Tamil Nadu","620020",""
"DERIK MOTORS (P) LTD","7/147-A1, NAGERCOIL ROAD, TAKKARAMMALPURAM, TIRUNELVELI-627007","Tirunelveli","Tamil Nadu","627007","6384440322"
"BALAJEE AGENCIES N INDUSTRIES","SURVEY NO: 192/3B/1C, 2C N 3C, RENIGUNTA - CHITTOOR BYPASS ROAD","Chittoor","Andhra Pradesh","517501","9299999221"
"CAI INDUSTRIES PVT LTD","557-AVINASHI RD, NR VEERESWARA TEXTILES, AMMAPALAYAM","Tirupur","","",""
"CAI INDUSTRIES PVT LTD","557-AVINASHI RD, NR VEERESWARA TEXTILES, AMMAPALAYAM","Tirupur","","",""
"RAJSHREE AUTOS PRIVATE LIMITED","SF. NO. 585/2, PALLADAM ROAD, BHARATHI NAGAR, VEERAPANDI (POST)","Tirupur","","",""
"ERAM MOTORS PVT. LTD.","633, PARAMBILANGADI,CHERUSHOLA (P O)","Malappuram","Kerala","676510","9388396263"
"J. S. FOURWHEEL MOTORS PVT. LTD.","F-243-245, KAHRANI INDUSTRIAL AREA, BHIWADI","Zara","","",""
"H D MOTORS","68/3A, MARALUR VILLAGE, GUBBI RING ROAD","Tumkur","Karnataka","572105","9148156627"
"K. S. AUTOMOBILES PVT. LTD.","S-92 MAIN BYPASS ROAD, MEWAR INDUSTRIAL AREA, MADRI, TEH-GIRWA","Udaipur","Rajasthan","313001","9928067289"
"GEHLOT MOTORS PVT. LTD.","NEAR TRIPATI TAMPLE, SIKAR ROAD","Udaipurwati","","",""
"INDOMOBILE SALES N SERVICES PVT. LT","OPPOSITE MUKKAWAR PETROL PUMP, NANDED ROAD","Udgir","","",""
"ASTRO INDIA AUTOMOBILE PVT LTD","NEW BYE PASS ROAD NEAR REHEMBAL POLICE STATION","Udhampur","","",""
"T V SUNDRAM IYENGAR AND SONS (P)LTD","GOVERNMENT COLLEGE ROAD","Idukki","Kerala","685508","9999999999"
"KARNATAKA AGENCIES","ABCO STEEL COMPOUND, N.H.66, KAPPETTU, AMBALPADY","Udupi","Karnataka","576103","8202980904"
"BHAGIRATH MOTORS INDIA PVT.LTD.","SURVEY NO. 379/2, GRAM DHABLA REHWARI","Ujjain","Madhya Pradesh","456006","9109154106"
"J S GROVER AUTOMOTIVES","VILL. JHALERA, P.O. RAINSERI, UNA AMB ROAD","Una (hp)","","",""
"OM AUTOMOBILES PVT LTD.","LUCKNOW ROAD, DAHI CHOWKI, OPP POWER HOUSE","Unnao","Uttar Pradesh","209801","7704009176"
"CARAVEL MOTORS PVT. LTD","OPPOSITE GSFC, MUMBAI BYPASS, N.H. 8, CHANI","Vadodara","Gujarat","391750","8733071448"
"M. M. VORA AUTOMOBILES PVT. LTD.","OPP.OCTROI CHEK POST,DABHOI NAKA","Vadodara","Gujarat","391750","8238895965"
"M. M. VORA AUTOMOBILES PVT. LTD.","OPP. STATE BANK OF INDIA, NEAR HOTEL ROYAL ORCHID, MUNJ MAHUDA ROAD","Vadodara","Gujarat","391750","9099055104"
"RAJ INDIA AUTO PVT. LTD.","S.M.109/1 N 109/2 MAUZA KOIRAJ","Varanasi","Uttar Pradesh","221105","7355906793"
"ANGEL AUTO WHEELS PVT. LTD.","ANGEL BUSINESS CENTRE, OPP. TATA MOTORS, WALIV PHATA","Thane","Maharashtra","401208","9920762555"
"JAIN CARS","108, VENKATAPURAM, NEW VASOOR","Vellore","Tamil Nadu","632009","7998883000"
"JAIN CARS","NO-55, TBN BUILDING, DINDIVENAM ROAD","Vellore","Tamil Nadu","632009",""
"JAIN CARS","NO-65, TBN BUILDING, DINDIVENAM ROAD","Vellore","Tamil Nadu","632009",""
"MARSHAL TRADING COMPANY","NEAR JYOTI PETROL PUMP,UNA-VERAVAL HIGHWAY,KAJALI VILLAGE","Junagadh","Gujarat","362310","7567429708"
"MUKTAR AUTOMOBILES PRIVATE LTD.","NH 17, NEAR VERNA IDC JUNCTION, AIRPORT ROAD","South Goa","Goa","403710","7722096569"
"WIN WIN AUTOMOBILES PVT. LTD.","NEAR KRISHNA GARDEN, SANCHI ROAD","Vidisha","","",""
"AUTOMOTIVE MANUFACTURERS PVT. LTD.","4-151, NH-5, PRASADAMAPDU,ELURU ROAD, VIJAYAWADA, KRISHNA DIST, ANDHRAPRADESH","Krishna","Andhra Pradesh","521108","9515106713"
"DEHRADUN PREMIER MOTORS PVT. LTD.","NH YAMNOTRY, CHAKRATA ROAD, DAKPATHER RAOD, DOCTOR GANJ","Vikasnagar","","",""
"SCHANGALAYA MOTORS","NO. 37, MAMBAZHAPATTU ROAD","Villupuram","","",""
"INDIA GARAGE","NO.29/12, ALIGATTU VILLAGE PONNAMPET MANDAL PANCHAYAT, PONNAMPET POST","Virajpet","","",""
"ASHISHTA MOTORS","8-198/9,SIVAKASI ROAD","Virudhunagar","","",""
"AUTOMOTIVE MANUFACTURERS PVT. LTD.","D NO. 54-11-9 N 54-1-1/1, N H 5-MAIN ROAD, ISUKATHOTA, MADDILAPALEM","Visakhapatnam","Andhra Pradesh","530013","9550866396"
"NEON MOTORS PVT LTD","38-22-87, OPP TO REGIONAL PASSPORT OFFICE, NH5, BIRLA JUNCTION, MURALINAGAR","Visakhapatnam","Andhra Pradesh","530013","9581443507"
"ERAM MOTORS PVT. LTD.","NH 212, NR. INDUS MOTORS, KAKKAVAYAL","Vythiri","","",""
"ANGEL AUTO WHEELS PVT. LTD.","WADA-BHIWANDI ROAD, NEAR HOTEL SNEHA GARDEN, VILLAGE GANDHARE, PO-KONE","Wada","","",""
"MOTORLINE AUTO PVT LTD","DOOR NO;23-6-150\5,OPP LPG GAS BUNK, HUNTER ROAD","Warangal","Telangana","506002","8886676015"
"GADRE AUTOCON PVT. LTD","NEAR PATIL DHABA , R PATIL (JOHN DEERE TRACTOR ) , AKOLA WASHIM ROAD","Washim","","",""
"KBS MOTORS PVT. LTD.","OLD COURT ROAD, NEAR MATKA CHOWK , JAGADRI","Yamuna Nagar","","",""
"UNNATI MOTORS","B/9 MIDC LOHARA,NEAR RAYMOND FACTORY,DARWHA ROAD","Yavatmal","Maharashtra","445001","9503102003"
